account_id,statement_month,balance,credit_limit,utilization_ratio,minimum_payment_due,payment_status_dpd_bucket
ACC500151,2025-07-01,2565.45,20900,0.1227,51.31,2
ACC500151,2025-08-01,2754.57,20900,0.1318,55.09,0
ACC500151,2025-09-01,4087.12,20900,0.1956,81.74,0
ACC500152,2024-10-01,4283.72,10500,0.408,85.67,0
ACC500152,2024-11-01,4042.93,10500,0.385,80.86,0
ACC500152,2024-12-01,4668.56,10500,0.4446,93.37,0
ACC500152,2025-01-01,4054.36,10500,0.3861,81.09,0
ACC500152,2025-02-01,3640.86,10500,0.3467,72.82,3
ACC500152,2025-03-01,2987.24,10500,0.2845,59.74,2
ACC500152,2025-04-01,2598.64,10500,0.2475,51.97,0
ACC500152,2025-05-01,1911.52,10500,0.182,38.23,0
ACC500152,2025-06-01,1956.95,10500,0.1864,39.14,0
ACC500152,2025-07-01,1581.94,10500,0.1507,31.64,0
ACC500152,2025-08-01,2218.15,10500,0.2113,44.36,0
ACC500152,2025-09-01,2429.27,10500,0.2314,48.59,0
ACC500153,2024-10-01,3698.65,9600,0.3853,73.97,0
ACC500153,2024-11-01,3801.44,9600,0.396,76.03,0
ACC500153,2024-12-01,3838.29,9600,0.3998,76.77,0
ACC500153,2025-01-01,3783.65,9600,0.3941,75.67,0
ACC500153,2025-02-01,3398.59,9600,0.354,67.97,0
ACC500153,2025-03-01,3569.81,9600,0.3719,71.4,0
ACC500153,2025-04-01,,9600,0.4057,77.89,0
ACC500153,2025-05-01,3574.49,9600,0.3723,71.49,2
ACC500153,2025-06-01,4325.41,9600,0.4506,86.51,0
ACC500153,2025-07-01,4909.86,9600,0.5114,98.2,0
ACC500153,2025-08-01,5120.36,9600,0.5334,102.41,0
ACC500153,2025-09-01,4647.38,9600,0.4841,92.95,0
ACC500154,2024-10-01,,18100,0.0133,25.0,0
ACC500154,2024-11-01,631.61,18100,0.0349,25.0,0
ACC500154,2024-12-01,1937.25,18100,0.107,38.75,0
ACC500154,2025-01-01,2512.8,18100,0.1388,50.26,0
ACC500154,2025-02-01,1389.79,18100,0.0768,27.8,0
ACC500154,2025-03-01,1328.57,18100,0.0734,26.57,0
ACC500154,2025-04-01,1391.96,18100,0.0769,27.84,0
ACC500154,2025-05-01,2134.69,18100,0.1179,42.69,0
ACC500154,2025-06-01,2194.98,18100,0.1213,43.9,0
ACC500154,2025-07-01,2206.58,18100,0.1219,44.13,0
ACC500154,2025-08-01,2237.49,18100,0.1236,44.75,0
ACC500154,2025-09-01,2411.14,18100,0.1332,48.22,0
ACC500155,2024-10-01,4894.24,14900,0.3285,97.88,0
ACC500155,2024-11-01,4804.33,14900,0.3224,96.09,0
ACC500155,2024-12-01,4884.13,14900,0.3278,97.68,0
ACC500155,2025-01-01,4397.08,14900,0.2951,87.94,1
ACC500155,2025-02-01,3392.71,14900,0.2277,67.85,0
ACC500155,2025-03-01,3456.13,14900,0.232,69.12,0
ACC500155,2025-04-01,3539.59,14900,0.2376,70.79,0
ACC500155,2025-05-01,3853.75,14900,0.2586,77.08,0
ACC500155,2025-06-01,3510.34,14900,0.2356,70.21,0
ACC500155,2025-07-01,2711.37,14900,0.182,54.23,0
ACC500155,2025-08-01,2136.04,14900,0.1434,42.72,0
ACC500155,2025-09-01,2765.2,14900,0.1856,55.3,0
ACC500156,2024-10-01,5767.04,16000,0.3604,115.34,3
ACC500156,2024-11-01,5297.84,16000,0.3311,105.96,0
ACC500156,2024-12-01,5239.79,16000,0.3275,104.8,0
ACC500156,2025-01-01,5157.75,16000,0.3224,103.15,0
ACC500156,2025-02-01,5639.86,16000,0.3525,112.8,0
ACC500156,2025-03-01,4715.61,16000,0.2947,94.31,0
ACC500156,2025-04-01,5259.62,16000,0.3287,105.19,3
ACC500156,2025-05-01,5789.4,16000,0.3618,115.79,0
ACC500156,2025-06-01,5987.13,16000,0.3742,119.74,0
ACC500156,2025-07-01,7451.33,16000,0.4657,149.03,0
ACC500156,2025-08-01,8240.72,16000,0.515,164.81,0
ACC500156,2025-09-01,7920.15,16000,0.495,158.4,0
ACC500157,2024-10-01,6760.88,11700,0.5779,135.22,2
ACC500157,2024-11-01,6267.54,11700,0.5357,125.35,0
ACC500157,2024-12-01,5596.41,11700,0.4783,111.93,0
ACC500157,2025-01-01,5454.76,11700,0.4662,109.1,0
ACC500157,2025-02-01,5882.95,11700,0.5028,117.66,0
ACC500157,2025-03-01,6002.84,11700,0.5131,120.06,0
ACC500157,2025-04-01,5440.0,11700,0.465,108.8,0
ACC500157,2025-05-01,6447.44,11700,0.5511,128.95,0
ACC500157,2025-06-01,6751.42,11700,0.577,135.03,0
ACC500157,2025-07-01,7115.25,11700,0.6081,142.31,0
ACC500157,2025-08-01,7716.65,11700,0.6595,154.33,0
ACC500157,2025-09-01,6949.03,11700,0.5939,138.98,6
ACC500158,2024-10-01,5575.19,23600,0.2362,111.5,0
ACC500158,2024-11-01,4331.96,23600,0.1836,86.64,1
ACC500158,2024-12-01,5385.69,23600,0.2282,107.71,2
ACC500158,2025-01-01,5327.51,23600,0.2257,106.55,0
ACC500158,2025-02-01,6497.86,23600,0.2753,129.96,1
ACC500158,2025-03-01,5869.9,23600,0.2487,117.4,0
ACC500158,2025-04-01,6916.51,23600,0.2931,138.33,0
ACC500158,2025-05-01,8245.19,23600,0.3494,164.9,3
ACC500158,2025-06-01,8016.71,23600,0.3397,160.33,1
ACC500158,2025-07-01,8308.03,23600,0.352,166.16,0
ACC500158,2025-08-01,7211.87,23600,0.3056,144.24,0
ACC500158,2025-09-01,6139.48,23600,0.2601,122.79,0
ACC500159,2024-10-01,,12800,0.2346,60.06,0
ACC500159,2024-11-01,3214.96,12800,0.2512,64.3,0
ACC500159,2024-12-01,3318.33,12800,0.2592,66.37,1
ACC500159,2025-01-01,3476.71,12800,0.2716,69.53,0
ACC500159,2025-02-01,3656.63,12800,0.2857,73.13,0
ACC500159,2025-03-01,4268.81,12800,0.3335,85.38,0
ACC500159,2025-04-01,4264.42,12800,0.3332,85.29,5
ACC500159,2025-05-01,4780.7,12800,0.3735,95.61,1
ACC500159,2025-06-01,5045.19,12800,0.3942,100.9,0
ACC500159,2025-07-01,5623.57,12800,0.4393,112.47,0
ACC500159,2025-08-01,6450.26,12800,0.5039,129.01,0
ACC500159,2025-09-01,6745.5,12800,0.527,134.91,0
ACC500160,2024-10-01,3759.02,11300,0.3327,75.18,0
ACC500160,2024-11-01,3868.84,11300,0.3424,77.38,1
ACC500160,2024-12-01,3690.3,11300,0.3266,73.81,0
ACC500160,2025-01-01,3411.93,11300,0.3019,68.24,0
ACC500160,2025-02-01,3323.24,11300,0.2941,66.46,0
ACC500160,2025-03-01,4132.15,11300,0.3657,82.64,0
ACC500160,2025-04-01,4093.84,11300,0.3623,81.88,0
ACC500160,2025-05-01,4827.63,11300,0.4272,96.55,0
ACC500160,2025-06-01,4388.22,11300,0.3883,87.76,0
ACC500160,2025-07-01,4451.04,11300,0.3939,89.02,0
ACC500160,2025-08-01,4776.79,11300,0.4227,95.54,0
ACC500160,2025-09-01,5125.81,11300,0.4536,102.52,5
ACC500161,2024-10-01,4449.96,11200,0.3973,89.0,0
ACC500161,2024-11-01,4147.08,11200,0.3703,82.94,2
ACC500161,2024-12-01,4409.75,11200,0.3937,88.2,0
ACC500161,2025-01-01,4743.5,11200,0.4235,94.87,0
ACC500161,2025-02-01,4119.93,11200,0.3679,82.4,0
ACC500161,2025-03-01,4380.52,11200,0.3911,87.61,0
ACC500161,2025-04-01,4438.27,11200,0.3963,88.77,0
ACC500161,2025-05-01,4027.13,11200,0.3596,80.54,0
ACC500161,2025-06-01,3673.71,11200,0.328,73.47,1
ACC500161,2025-07-01,2762.73,11200,0.2467,55.25,0
ACC500161,2025-08-01,3532.14,11200,0.3154,70.64,0
ACC500161,2025-09-01,3987.05,11200,0.356,79.74,0
ACC500162,2024-10-01,8516.06,16500,0.5161,170.32,0
ACC500162,2024-11-01,8116.42,16500,0.4919,162.33,6
ACC500162,2024-12-01,7955.77,16500,0.4822,159.12,0
ACC500162,2025-01-01,8320.35,16500,0.5043,166.41,0
ACC500162,2025-02-01,8665.61,16500,0.5252,173.31,0
ACC500162,2025-03-01,8500.27,16500,0.5152,170.01,0
ACC500162,2025-04-01,8804.14,16500,0.5336,176.08,0
ACC500162,2025-05-01,8565.81,16500,0.5191,171.32,0
ACC500162,2025-06-01,8491.52,16500,0.5146,169.83,0
ACC500162,2025-07-01,8357.64,16500,0.5065,167.15,0
ACC500162,2025-08-01,9080.22,16500,0.5503,181.6,0
ACC500162,2025-09-01,8137.41,16500,0.4932,162.75,0
ACC500163,2024-10-01,1159.25,11600,0.0999,25.0,0
ACC500163,2024-11-01,1634.65,11600,0.1409,32.69,0
ACC500163,2024-12-01,879.69,11600,0.0758,25.0,0
ACC500163,2025-01-01,309.68,11600,0.0267,25.0,0
ACC500163,2025-02-01,529.88,11600,0.0457,25.0,0
ACC500163,2025-03-01,871.17,11600,0.0751,25.0,0
ACC500163,2025-04-01,1000.81,11600,0.0863,25.0,0
ACC500163,2025-05-01,127.24,11600,0.011,25.0,0
ACC500163,2025-06-01,0.0,11600,0.0,0.0,0
ACC500163,2025-07-01,193.3,11600,0.0167,25.0,3
ACC500163,2025-08-01,1319.18,11600,0.1137,26.38,0
ACC500163,2025-09-01,1884.29,11600,0.1624,37.69,2
ACC500164,2024-10-01,6789.23,18100,0.3751,135.78,0
ACC500164,2024-11-01,7100.39,18100,0.3923,142.01,1
ACC500164,2024-12-01,6650.66,18100,0.3674,133.01,0
ACC500164,2025-01-01,8331.18,18100,0.4603,166.62,0
ACC500164,2025-02-01,8365.43,18100,0.4622,167.31,0
ACC500164,2025-03-01,9058.35,18100,0.5005,181.17,0
ACC500164,2025-04-01,8938.63,18100,0.4938,178.77,0
ACC500164,2025-05-01,9299.98,18100,0.5138,186.0,0
ACC500164,2025-06-01,7992.55,18100,0.4416,159.85,0
ACC500164,2025-07-01,8745.63,18100,0.4832,174.91,5
ACC500164,2025-08-01,9688.74,18100,0.5353,193.77,0
ACC500164,2025-09-01,9259.72,18100,0.5116,185.19,1
ACC500165,2024-10-01,9386.82,15000,0.6258,187.74,0
ACC500165,2024-11-01,8652.18,15000,0.5768,173.04,2
ACC500165,2024-12-01,8410.45,15000,0.5607,168.21,0
ACC500165,2025-01-01,7522.92,15000,0.5015,150.46,0
ACC500165,2025-02-01,7192.56,15000,0.4795,143.85,0
ACC500165,2025-03-01,7866.27,15000,0.5244,157.33,0
ACC500165,2025-04-01,7858.53,15000,0.5239,157.17,0
ACC500165,2025-05-01,7634.21,15000,0.5089,152.68,0
ACC500165,2025-06-01,7961.26,15000,0.5308,159.23,0
ACC500165,2025-07-01,7484.23,15000,0.4989,149.68,0
ACC500165,2025-08-01,8440.01,15000,0.5627,168.8,0
ACC500165,2025-09-01,8444.38,15000,0.563,168.89,0
ACC500166,2024-10-01,8182.25,12400,0.6599,163.65,1
ACC500166,2024-11-01,7627.32,12400,0.6151,152.55,0
ACC500166,2024-12-01,8132.05,12400,0.6558,162.64,0
ACC500166,2025-01-01,8282.27,12400,0.6679,165.65,0
ACC500166,2025-02-01,7976.21,12400,0.6432,159.52,0
ACC500166,2025-03-01,7928.47,12400,0.6394,158.57,0
ACC500166,2025-04-01,8192.92,12400,0.6607,163.86,1
ACC500166,2025-05-01,8235.67,12400,0.6642,164.71,0
ACC500166,2025-06-01,8774.41,12400,0.7076,175.49,0
ACC500166,2025-07-01,8401.66,12400,0.6776,168.03,0
ACC500166,2025-08-01,7843.63,12400,0.6326,156.87,0
ACC500166,2025-09-01,,12400,0.6021,149.31,0
ACC500167,2024-10-01,4868.39,14900,0.3267,97.37,0
ACC500167,2024-11-01,4205.46,14900,0.2822,84.11,0
ACC500167,2024-12-01,3742.52,14900,0.2512,74.85,0
ACC500167,2025-01-01,3561.78,14900,0.239,71.24,0
ACC500167,2025-02-01,4260.8,14900,0.286,85.22,0
ACC500167,2025-03-01,3934.37,14900,0.2641,78.69,0
ACC500167,2025-04-01,4935.94,14900,0.3313,98.72,0
ACC500167,2025-05-01,3934.54,14900,0.2641,78.69,0
ACC500167,2025-06-01,3726.76,14900,0.2501,74.54,0
ACC500167,2025-07-01,4194.95,14900,0.2815,83.9,0
ACC500167,2025-08-01,4699.88,14900,0.3154,94.0,0
ACC500167,2025-09-01,4499.8,14900,0.302,90.0,4
ACC500168,2024-10-01,5805.13,14300,0.406,116.1,0
ACC500168,2024-11-01,6440.6,14300,0.4504,128.81,0
ACC500168,2024-12-01,6339.2,14300,0.4433,126.78,0
ACC500168,2025-01-01,6496.48,14300,0.4543,129.93,0
ACC500168,2025-02-01,6276.06,14300,0.4389,125.52,0
ACC500168,2025-03-01,7015.62,14300,0.4906,140.31,0
ACC500168,2025-04-01,6494.35,14300,0.4542,129.89,0
ACC500168,2025-05-01,6780.81,14300,0.4742,135.62,0
ACC500168,2025-06-01,,14300,0.4316,123.43,0
ACC500168,2025-07-01,6234.42,14300,0.436,124.69,0
ACC500168,2025-08-01,,14300,0.3717,106.31,0
ACC500168,2025-09-01,5445.15,14300,0.3808,108.9,0
ACC500169,2024-10-01,7986.41,16500,0.484,159.73,0
ACC500169,2024-11-01,8221.56,16500,0.4983,164.43,0
ACC500169,2024-12-01,8939.25,16500,0.5418,178.78,0
ACC500169,2025-01-01,8709.7,16500,0.5279,174.19,0
ACC500169,2025-02-01,9458.04,16500,0.5732,189.16,1
ACC500169,2025-03-01,9483.96,16500,0.5748,189.68,0
ACC500169,2025-04-01,9558.65,16500,0.5793,191.17,3
ACC500169,2025-05-01,10953.93,16500,0.6639,219.08,0
ACC500169,2025-06-01,10634.04,16500,0.6445,212.68,0
ACC500169,2025-07-01,11444.16,16500,0.6936,228.88,0
ACC500169,2025-08-01,11760.76,16500,0.7128,235.22,0
ACC500169,2025-09-01,11383.3,16500,0.6899,227.67,0
ACC500170,2024-10-01,1410.64,13300,0.1061,28.21,0
ACC500170,2024-11-01,1288.47,13300,0.0969,25.77,0
ACC500170,2024-12-01,871.28,13300,0.0655,25.0,0
ACC500170,2025-01-01,1538.49,13300,0.1157,30.77,0
ACC500170,2025-02-01,2074.34,13300,0.156,41.49,0
ACC500170,2025-03-01,1344.49,13300,0.1011,26.89,0
ACC500170,2025-04-01,1750.12,13300,0.1316,35.0,0
ACC500170,2025-05-01,1840.66,13300,0.1384,36.81,0
ACC500170,2025-06-01,1966.12,13300,0.1478,39.32,0
ACC500170,2025-07-01,2793.67,13300,0.2101,55.87,3
ACC500170,2025-08-01,2876.07,13300,0.2162,57.52,1
ACC500170,2025-09-01,3256.03,13300,0.2448,65.12,0
ACC500171,2024-10-01,8391.21,19400,0.4325,167.82,0
ACC500171,2024-11-01,7848.62,19400,0.4046,156.97,0
ACC500171,2024-12-01,7115.09,19400,0.3668,142.3,0
ACC500171,2025-01-01,4663.64,19400,0.2404,93.27,0
ACC500171,2025-02-01,5621.32,19400,0.2898,112.43,0
ACC500171,2025-03-01,5507.55,19400,0.2839,110.15,0
ACC500171,2025-04-01,5196.84,19400,0.2679,103.94,0
ACC500171,2025-05-01,3682.32,19400,0.1898,73.65,0
ACC500171,2025-06-01,3185.59,19400,0.1642,63.71,0
ACC500171,2025-07-01,2586.76,19400,0.1333,51.74,0
ACC500171,2025-08-01,1970.02,19400,0.1015,39.4,1
ACC500171,2025-09-01,2228.3,19400,0.1149,44.57,0
ACC500172,2024-10-01,0.0,19700,0.0,0.0,0
ACC500172,2024-11-01,28.96,19700,0.0015,25.0,3
ACC500172,2024-12-01,0.0,19700,0.0,0.0,0
ACC500172,2025-01-01,762.49,19700,0.0387,25.0,0
ACC500172,2025-02-01,1179.64,19700,0.0599,25.0,0
ACC500172,2025-03-01,1034.37,19700,0.0525,25.0,0
ACC500172,2025-04-01,1086.29,19700,0.0551,25.0,2
ACC500172,2025-05-01,779.71,19700,0.0396,25.0,0
ACC500172,2025-06-01,1833.08,19700,0.093,36.66,0
ACC500172,2025-07-01,2189.43,19700,0.1111,43.79,0
ACC500172,2025-08-01,2079.14,19700,0.1055,41.58,0
ACC500172,2025-09-01,2424.72,19700,0.1231,48.49,0
ACC500173,2024-10-01,11892.87,29300,0.4059,237.86,0
ACC500173,2024-11-01,11947.88,29300,0.4078,238.96,0
ACC500173,2024-12-01,12319.31,29300,0.4205,246.39,0
ACC500173,2025-01-01,13188.2,29300,0.4501,263.76,0
ACC500173,2025-02-01,13717.6,29300,0.4682,274.35,0
ACC500173,2025-03-01,12409.13,29300,0.4235,248.18,0
ACC500173,2025-04-01,12753.75,29300,0.4353,255.07,1
ACC500173,2025-05-01,13754.43,29300,0.4694,275.09,0
ACC500173,2025-06-01,12905.9,29300,0.4405,258.12,3
ACC500173,2025-07-01,13257.45,29300,0.4525,265.15,0
ACC500173,2025-08-01,12609.59,29300,0.4304,252.19,0
ACC500173,2025-09-01,14949.1,29300,0.5102,298.98,0
ACC500174,2024-10-01,2708.71,6400,0.4232,54.17,1
ACC500174,2024-11-01,2255.14,6400,0.3524,45.1,0
ACC500174,2024-12-01,2657.23,6400,0.4152,53.14,0
ACC500174,2025-01-01,2136.56,6400,0.3338,42.73,0
ACC500174,2025-02-01,2056.29,6400,0.3213,41.13,0
ACC500174,2025-03-01,1784.38,6400,0.2788,35.69,0
ACC500174,2025-04-01,2141.63,6400,0.3346,42.83,0
ACC500174,2025-05-01,1951.63,6400,0.3049,39.03,0
ACC500174,2025-06-01,2087.01,6400,0.3261,41.74,0
ACC500174,2025-07-01,2155.35,6400,0.3368,43.11,0
ACC500174,2025-08-01,1785.42,6400,0.279,35.71,0
ACC500174,2025-09-01,2048.83,6400,0.3201,40.98,0
ACC500175,2024-10-01,4167.59,10100,0.4126,83.35,1
ACC500175,2024-11-01,4162.05,10100,0.4121,83.24,0
ACC500175,2024-12-01,3928.86,10100,0.389,78.58,0
ACC500175,2025-01-01,4085.86,10100,0.4045,81.72,0
ACC500175,2025-02-01,,10100,0.4265,86.15,0
ACC500175,2025-03-01,4031.88,10100,0.3992,80.64,0
ACC500175,2025-04-01,4316.34,10100,0.4274,86.33,3
ACC500175,2025-05-01,4580.61,10100,0.4535,91.61,2
ACC500175,2025-06-01,4872.83,10100,0.4825,97.46,0
ACC500175,2025-07-01,4708.09,10100,0.4661,94.16,0
ACC500175,2025-08-01,5023.17,10100,0.4973,100.46,0
ACC500175,2025-09-01,5233.25,10100,0.5181,104.67,5
ACC500176,2024-10-01,2705.11,8300,0.3259,54.1,0
ACC500176,2024-11-01,2768.22,8300,0.3335,55.36,0
ACC500176,2024-12-01,3102.68,8300,0.3738,62.05,0
ACC500176,2025-01-01,3473.1,8300,0.4184,69.46,0
ACC500176,2025-02-01,3843.01,8300,0.463,76.86,0
ACC500176,2025-03-01,3548.88,8300,0.4276,70.98,0
ACC500176,2025-04-01,4238.86,8300,0.5107,84.78,0
ACC500176,2025-05-01,4824.87,8300,0.5813,96.5,0
ACC500176,2025-06-01,4537.52,8300,0.5467,90.75,0
ACC500176,2025-07-01,4438.24,8300,0.5347,88.76,0
ACC500176,2025-08-01,4665.71,8300,0.5621,93.31,0
ACC500176,2025-09-01,4426.19,8300,0.5333,88.52,0
ACC500177,2024-10-01,7092.68,31000,0.2288,141.85,0
ACC500177,2024-11-01,5676.12,31000,0.1831,113.52,0
ACC500177,2024-12-01,5880.63,31000,0.1897,117.61,1
ACC500177,2025-01-01,6756.21,31000,0.2179,135.12,0
ACC500177,2025-02-01,6976.94,31000,0.2251,139.54,0
ACC500177,2025-03-01,8350.66,31000,0.2694,167.01,0
ACC500177,2025-04-01,7991.02,31000,0.2578,159.82,0
ACC500177,2025-05-01,5195.61,31000,0.1676,103.91,1
ACC500177,2025-06-01,5427.14,31000,0.1751,108.54,0
ACC500177,2025-07-01,5651.12,31000,0.1823,113.02,0
ACC500177,2025-08-01,6036.99,31000,0.1947,120.74,0
ACC500177,2025-09-01,7409.64,31000,0.239,148.19,0
ACC500178,2024-10-01,3982.45,10700,0.3722,79.65,2
ACC500178,2024-11-01,4379.61,10700,0.4093,87.59,0
ACC500178,2024-12-01,4774.81,10700,0.4462,95.5,2
ACC500178,2025-01-01,4578.84,10700,0.4279,91.58,0
ACC500178,2025-02-01,4178.07,10700,0.3905,83.56,0
ACC500178,2025-03-01,4132.5,10700,0.3862,82.65,0
ACC500178,2025-04-01,4430.94,10700,0.4141,88.62,0
ACC500178,2025-05-01,4562.24,10700,0.4264,91.24,4
ACC500178,2025-06-01,5339.43,10700,0.499,106.79,0
ACC500178,2025-07-01,5087.91,10700,0.4755,101.76,0
ACC500178,2025-08-01,4846.79,10700,0.453,96.94,0
ACC500178,2025-09-01,5224.15,10700,0.4882,104.48,0
ACC500179,2024-10-01,8189.59,17800,0.4601,163.79,0
ACC500179,2024-11-01,6953.7,17800,0.3907,139.07,0
ACC500179,2024-12-01,8425.46,17800,0.4733,168.51,0
ACC500179,2025-01-01,7816.61,17800,0.4391,156.33,0
ACC500179,2025-02-01,8606.21,17800,0.4835,172.12,1
ACC500179,2025-03-01,9900.7,17800,0.5562,198.01,3
ACC500179,2025-04-01,10054.64,17800,0.5649,201.09,1
ACC500179,2025-05-01,9983.42,17800,0.5609,199.67,0
ACC500179,2025-06-01,9041.9,17800,0.508,180.84,2
ACC500179,2025-07-01,8682.63,17800,0.4878,173.65,0
ACC500179,2025-08-01,9824.65,17800,0.5519,196.49,0
ACC500179,2025-09-01,10074.74,17800,0.566,201.49,5
ACC500180,2024-10-01,5086.93,9000,0.5652,101.74,0
ACC500180,2024-11-01,4888.22,9000,0.5431,97.76,0
ACC500180,2024-12-01,3953.53,9000,0.4393,79.07,0
ACC500180,2025-01-01,4025.24,9000,0.4472,80.5,0
ACC500180,2025-02-01,3462.49,9000,0.3847,69.25,0
ACC500180,2025-03-01,3874.61,9000,0.4305,77.49,0
ACC500180,2025-04-01,3769.84,9000,0.4189,75.4,0
ACC500180,2025-05-01,3798.26,9000,0.422,75.97,0
ACC500180,2025-06-01,3985.34,9000,0.4428,79.71,0
ACC500180,2025-07-01,4023.12,9000,0.447,80.46,0
ACC500180,2025-08-01,3810.35,9000,0.4234,76.21,0
ACC500180,2025-09-01,4217.0,9000,0.4686,84.34,0
ACC500181,2024-10-01,3077.03,17300,0.1779,61.54,0
ACC500181,2024-11-01,2552.78,17300,0.1476,51.06,0
ACC500181,2024-12-01,1791.93,17300,0.1036,35.84,0
ACC500181,2025-01-01,1598.23,17300,0.0924,31.96,0
ACC500181,2025-02-01,20.62,17300,0.0012,25.0,0
ACC500181,2025-03-01,152.71,17300,0.0088,25.0,0
ACC500181,2025-04-01,782.03,17300,0.0452,25.0,3
ACC500181,2025-05-01,700.86,17300,0.0405,25.0,0
ACC500181,2025-06-01,1046.03,17300,0.0605,25.0,0
ACC500181,2025-07-01,691.22,17300,0.04,25.0,0
ACC500181,2025-08-01,0.0,17300,0.0,0.0,0
ACC500181,2025-09-01,1.17,17300,0.0001,25.0,0
ACC500182,2024-10-01,0.0,17000,0.0,0.0,0
ACC500182,2024-11-01,247.88,17000,0.0146,25.0,0
ACC500182,2024-12-01,0.0,17000,0.0,0.0,0
ACC500182,2025-01-01,573.76,17000,0.0338,25.0,0
ACC500182,2025-02-01,581.09,17000,0.0342,25.0,0
ACC500182,2025-03-01,0.0,17000,0.0,0.0,0
ACC500182,2025-04-01,0.0,17000,0.0,0.0,0
ACC500182,2025-05-01,1483.13,17000,0.0872,29.66,0
ACC500182,2025-06-01,3050.7,17000,0.1795,61.01,0
ACC500182,2025-07-01,2316.94,17000,0.1363,46.34,0
ACC500182,2025-08-01,1567.16,17000,0.0922,31.34,0
ACC500182,2025-09-01,1620.93,17000,0.0953,32.42,0
ACC500183,2024-10-01,5568.14,10100,0.5513,111.36,0
ACC500183,2024-11-01,5245.63,10100,0.5194,104.91,0
ACC500183,2024-12-01,4217.79,10100,0.4176,84.36,0
ACC500183,2025-01-01,4636.84,10100,0.4591,92.74,0
ACC500183,2025-02-01,4389.12,10100,0.4346,87.78,0
ACC500183,2025-03-01,4813.36,10100,0.4766,96.27,0
ACC500183,2025-04-01,4505.93,10100,0.4461,90.12,0
ACC500183,2025-05-01,4555.12,10100,0.451,91.1,2
ACC500183,2025-06-01,4900.48,10100,0.4852,98.01,0
ACC500183,2025-07-01,5332.9,10100,0.528,106.66,2
ACC500183,2025-08-01,5427.03,10100,0.5373,108.54,0
ACC500183,2025-09-01,5501.05,10100,0.5447,110.02,0
ACC500184,2024-10-01,1032.88,15100,0.0684,25.0,0
ACC500184,2024-11-01,1617.33,15100,0.1071,32.35,0
ACC500184,2024-12-01,1895.26,15100,0.1255,37.91,0
ACC500184,2025-01-01,1797.26,15100,0.119,35.95,0
ACC500184,2025-02-01,1856.9,15100,0.123,37.14,0
ACC500184,2025-03-01,2366.73,15100,0.1567,47.33,0
ACC500184,2025-04-01,2933.7,15100,0.1943,58.67,0
ACC500184,2025-05-01,2726.99,15100,0.1806,54.54,0
ACC500184,2025-06-01,2187.18,15100,0.1448,43.74,1
ACC500184,2025-07-01,1911.97,15100,0.1266,38.24,0
ACC500184,2025-08-01,1667.88,15100,0.1105,33.36,0
ACC500184,2025-09-01,1742.32,15100,0.1154,34.85,0
ACC500185,2024-10-01,3028.47,13000,0.233,60.57,0
ACC500185,2024-11-01,3504.42,13000,0.2696,70.09,0
ACC500185,2024-12-01,4810.0,13000,0.37,96.2,0
ACC500185,2025-01-01,5390.43,13000,0.4146,107.81,0
ACC500185,2025-02-01,5376.41,13000,0.4136,107.53,0
ACC500185,2025-03-01,6031.36,13000,0.464,120.63,0
ACC500185,2025-04-01,6922.06,13000,0.5325,138.44,0
ACC500185,2025-05-01,6198.03,13000,0.4768,123.96,0
ACC500185,2025-06-01,6834.96,13000,0.5258,136.7,0
ACC500185,2025-07-01,7235.19,13000,0.5566,144.7,0
ACC500185,2025-08-01,7853.01,13000,0.6041,157.06,0
ACC500185,2025-09-01,8275.92,13000,0.6366,165.52,5
ACC500186,2024-10-01,3176.16,13400,0.237,63.52,0
ACC500186,2024-11-01,3144.08,13400,0.2346,62.88,0
ACC500186,2024-12-01,3223.17,13400,0.2405,64.46,0
ACC500186,2025-01-01,3252.14,13400,0.2427,65.04,0
ACC500186,2025-02-01,2942.83,13400,0.2196,58.86,0
ACC500186,2025-03-01,3021.26,13400,0.2255,60.43,0
ACC500186,2025-04-01,2109.93,13400,0.1575,42.2,0
ACC500186,2025-05-01,2352.83,13400,0.1756,47.06,3
ACC500186,2025-06-01,1991.68,13400,0.1486,39.83,0
ACC500186,2025-07-01,825.32,13400,0.0616,25.0,0
ACC500186,2025-08-01,834.17,13400,0.0623,25.0,0
ACC500186,2025-09-01,1663.96,13400,0.1242,33.28,0
ACC500187,2024-10-01,4409.72,12100,0.3644,88.19,0
ACC500187,2024-11-01,3506.31,12100,0.2898,70.13,0
ACC500187,2024-12-01,3103.43,12100,0.2565,62.07,0
ACC500187,2025-01-01,2679.3,12100,0.2214,53.59,0
ACC500187,2025-02-01,2320.04,12100,0.1917,46.4,0
ACC500187,2025-03-01,2907.03,12100,0.2403,58.14,0
ACC500187,2025-04-01,2834.97,12100,0.2343,56.7,0
ACC500187,2025-05-01,2628.19,12100,0.2172,52.56,0
ACC500187,2025-06-01,3171.43,12100,0.2621,63.43,0
ACC500187,2025-07-01,3411.17,12100,0.2819,68.22,0
ACC500187,2025-08-01,2568.54,12100,0.2123,51.37,3
ACC500187,2025-09-01,2270.1,12100,0.1876,45.4,0
ACC500188,2024-10-01,871.39,8400,0.1037,25.0,0
ACC500188,2024-11-01,1653.32,8400,0.1968,33.07,0
ACC500188,2024-12-01,1277.88,8400,0.1521,25.56,0
ACC500188,2025-01-01,1531.68,8400,0.1823,30.63,0
