account_id,customer_id,card_type,credit_limit,open_date,account_status,balance,utilization_ratio,delinquency_count,default_flag
ACC501219,CUST100819,Secured,13300,2025-12-03,Active,7958.83,0.5984,0,0
ACC501685,CUST101151,Gold,16500,2025-04-23,Active,15084.08,0.9142,2,0
ACC501631,CUST101110,Platinum,7600,2026-04-24,Active,3462.34,0.4556,2,0
ACC502372,CUST101620,Standard,11100,2019-10-10,Active,0.0,0.0,0,0
ACC501564,CUST101059,platinum,9300,2026-03-19,Active,2994.84,0.322,2,0
ACC500447,CUST100306,Gold,18800,2025-07-12,Active,2576.3,0.137,0,0
ACC500385,CUST100264,Platinum,19600,2021-04-28,Active,6483.69,0.3308,1,0
ACC501144,CUST100771,gold,15200,2023-01-15,Active,6841.18,0.4501,2,0
ACC502103,CUST101443,Gold,13800,2026-06-18,Active,4502.45,0.3263,1,0
ACC503254,CUST102224,Platinum,11600,2016-02-26,Active,2923.84,0.2521,0,0
ACC502300,CUST101570,Standard,18800,2017-07-24,Active,6036.88,0.3211,0,0
ACC501991,CUST101360,Standard,14800,2026-05-30,Active,7264.34,0.4908,1,0
ACC501951,CUST101335,Standard,13400,2019-11-10,Active,6527.36,0.4871,2,0
ACC501995,CUST101364,Gold,16300,2024-03-23,Active,5799.39,0.3558,2,0
ACC503636,CUST102472,Standard,19200,2026-04-25,Active,6036.35,0.3144,0,0
ACC502957,CUST102013,Standard,14400,2026-03-19,Active,5928.34,0.4117,0,0
ACC503535,CUST102406,Standard,20500,2024-09-19,Active,8974.58,0.4378,0,0
ACC501571,CUST101064,secured,20500,2026-05-03,Closed,12352.84,0.6026,1,0
ACC501768,CUST101211,Gold,7000,2026-02-24,Closed,2746.59,0.3924,1,0
ACC501426,CUST100966,Gold,6500,2022-06-20,Active,2991.67,0.4603,2,1
ACC502714,CUST101846,Secured,14800,2024-02-11,Active,3491.22,0.2359,0,0
ACC503488,CUST102379,Gold,18900,2024-03-02,Active,7612.37,0.4028,0,0
ACC503346,CUST102284,Standard,18800,2023-07-24,Active,3942.89,0.2097,2,1
ACC503431,CUST102337,Platinum,10400,2024-05-14,Closed,4852.84,0.4666,0,0
ACC502282,CUST101557,Gold,10600,2023-03-29,Active,16.73,0.0016,0,0
ACC501975,CUST101350,Gold,23600,2022-04-08,Active,3456.72,0.1465,1,0
ACC501283,CUST100864,Gold,12500,2025-09-07,Active,5689.63,0.4552,0,0
ACC501855,CUST101267,Standard,19200,2023-08-11,Closed,10268.06,0.5348,2,0
ACC500672,CUST100449,Platinum,19200,2017-10-16,Active,8064.31,0.42,2,0
ACC500942,CUST100637,Gold,12400,2020-12-08,Active,2742.33,0.2212,0,0
ACC502927,CUST101995,Standard,21100,2025-12-10,Active,5668.47,0.2686,0,0
ACC503103,CUST102112,Platinum,18700,2019-03-19,Active,4450.34,0.238,0,0
ACC501153,CUST100776,Secured,11800,2016-02-09,Frozen,2030.93,0.1721,0,0
ACC502246,CUST101533,Standard,21700,2015-10-25,Active,6448.36,0.2972,1,0
ACC503128,CUST102132,Standard,15900,2025-09-21,Frozen,3677.39,0.2313,2,0
ACC500822,CUST100557,gold,19200,2023-11-07,Active,5247.71,0.2733,0,0
ACC502380,CUST101625,Standard,19500,2018-11-05,Active,16854.48,0.8643,1,0
ACC502649,CUST101803,Standard,8700,2020-08-12,Active,2206.24,0.2536,0,0
ACC501608,CUST101091,Standard,8100,2023-02-26,Active,3331.06,0.4112,0,1
ACC502706,CUST101841,Platinum,11900,2026-03-31,Active,5054.06,0.4247,1,0
ACC501845,CUST101260,Platinum,17700,2026-07-27,Active,5078.6,0.2869,1,0
ACC500593,CUST100402,Standard,14400,2017-02-05,Active,8920.62,0.6195,1,0
ACC503255,CUST102225,Standard,29600,2020-02-12,Active,12036.87,0.4067,1,0
ACC501698,CUST101161,Platinum,11200,2024-05-31,Active,5223.56,0.4664,1,0
ACC501003,CUST100679,Gold,14900,2023-05-03,Closed,1515.95,0.1017,1,0
ACC501058,CUST100718,Gold,8300,2025-04-28,Closed,3445.51,0.4151,0,0
ACC501869,CUST101277,Standard,21100,2026-08-27,Active,11004.44,0.5215,2,0
ACC500049,CUST100032,Platinum,15800,2024-06-19,Active,10717.87,0.6783,2,0
ACC502094,CUST101438,Standard,15200,2021-07-29,Active,3117.94,0.2051,1,0
ACC501722,CUST101177,Standard,12500,2025-08-12,Active,4940.73,0.3953,2,0
ACC501066,CUST100724,Standard,10500,2025-02-27,Closed,6417.28,0.6112,1,0
ACC500748,CUST100501,Gold,11100,2020-04-18,Active,5644.88,0.5085,3,1
ACC500335,CUST100229,Standard,13900,2026-06-17,Active,8810.1,0.6338,0,0
ACC503553,CUST102420,Platinum,15400,2025-08-30,Active,3417.45,0.2219,1,0
ACC503290,CUST102248,Platinum,14600,2024-05-30,Closed,3916.95,0.2683,0,1
ACC501983,CUST101354,Standard,17900,2026-02-06,Active,8371.46,0.4677,1,0
ACC501193,CUST100801,Standard,8500,2017-05-05,Active,0.0,0.0,0,0
ACC501900,CUST101298,Standard,14300,2025-05-19,Active,627.14,0.0439,1,0
ACC501511,CUST101021,standard,15500,2024-06-03,Closed,8488.5,0.5476,4,1
ACC500450,CUST100309,Standard,10300,2026-08-02,Active,4566.48,0.4433,1,0
ACC502617,CUST101783,Standard,17300,2026-07-25,Active,6283.59,0.3632,0,0
ACC501978,CUST101351,Secured,17900,2023-12-01,Active,5583.6,0.3119,0,0
ACC502496,CUST101699,Standard,16800,2024-07-26,Active,10772.08,0.6412,2,1
ACC502936,CUST102001,Standard,13100,2023-01-21,Active,4371.35,0.3337,0,0
ACC500039,CUST100026,gold,4700,2013-06-24,Closed,2101.88,0.4472,1,0
ACC502058,CUST101413,Standard,16000,2026-08-25,Active,4703.72,0.294,0,0
ACC500478,CUST100328,Secured,14800,2016-09-23,Active,2792.31,0.1887,1,0
ACC500691,CUST100462,Platinum,22100,2023-11-15,Closed,4006.57,0.1813,0,0
ACC502623,CUST101787,Standard,17100,2023-08-24,Active,0.0,0.0,0,0
ACC500464,CUST100320,Gold,20200,2018-08-12,Closed,10461.75,0.5179,1,0
ACC500145,CUST100098,Standard,20200,2025-01-15,Active,4203.06,0.2081,0,0
ACC500106,CUST100074,Standard,10500,2025-06-05,,2096.64,0.1997,1,0
ACC502003,CUST101370,Gold,18300,2021-09-27,Active,5767.17,0.3151,1,0
ACC501883,CUST101286,Platinum,16200,2023-03-08,Active,274.39,0.0169,0,0
ACC502900,CUST101975,Gold,8200,2021-03-24,Active,4738.82,0.5779,1,0
ACC502367,CUST101617,Standard,10400,2020-04-19,Active,8116.39,0.7804,2,0
ACC501270,CUST100854,Standard,11500,2021-03-06,Active,4820.92,0.4192,0,0
ACC503621,CUST102461,Standard,12000,2026-06-30,Active,2956.58,0.2464,1,0
ACC502551,CUST101738,Standard,28700,2023-03-19,Active,15248.68,0.5313,3,0
ACC501735,CUST101188,standard,20000,2025-08-09,Active,8212.92,0.4106,1,0
ACC503245,CUST102216,Standard,22500,2026-04-23,Active,15996.59,0.711,3,0
ACC501647,CUST101122,Gold,18700,2020-11-15,Active,4567.45,0.2442,0,0
ACC503370,CUST102300,Standard,23100,2022-08-16,Active,1575.9,0.0682,0,0
ACC502569,CUST101749,Gold,13100,2025-09-16,Active,5399.54,0.4122,0,0
ACC501535,CUST101038,Gold,12900,2026-08-19,Active,10634.83,0.8244,2,0
ACC500287,CUST100197,gold,14800,2026-04-24,Active,6569.38,0.4439,0,0
ACC501452,CUST100983,platinum,21700,2021-12-30,Active,8059.54,0.3714,0,0
ACC502988,CUST102034,standard,8400,2025-01-06,Active,1608.15,0.1914,0,0
ACC501817,CUST101242,Platinum,12200,2018-02-02,Active,6318.82,0.5179,0,0
ACC501782,CUST101218,Gold,15800,2024-02-26,Closed,10893.16,0.6894,1,0
ACC501037,CUST100702,Standard,8000,2026-02-24,Active,2366.56,0.2958,2,0
ACC501355,CUST100914,Gold,8200,2023-02-03,Active,2757.41,0.3363,3,0
ACC503489,CUST102380,Gold,14700,2025-06-29,Active,8025.91,0.546,3,0
ACC500663,CUST100443,Standard,10300,2026-01-02,Active,6786.37,0.6589,1,0
ACC503465,CUST102362,Gold,19000,2014-08-27,Active,5822.22,0.3064,1,0
ACC500934,CUST100630,Gold,12300,2026-07-28,Active,2044.03,0.1662,0,0
ACC501062,CUST100722,Gold,8300,2026-02-18,Active,2905.65,0.3501,0,0
ACC501123,CUST100757,Secured,12600,2025-05-09,Active,7522.42,0.597,1,0
ACC502930,CUST101997,Platinum,22700,2022-07-31,,6162.36,0.2715,0,0
ACC503098,CUST102110,Standard,14700,2019-04-01,Active,7474.16,0.5084,1,0
ACC501666,CUST101136,Standard,17300,2023-11-21,Active,9343.54,0.5401,1,0
ACC503664,CUST102491,Secured,15700,2024-02-29,Active,9503.15,0.6053,1,0
ACC501790,CUST101222,Secured,14000,2013-09-26,Active,2225.59,0.159,1,0
ACC500817,CUST100554,Gold,13700,2026-07-02,Closed,6113.44,0.4462,1,0
ACC500586,CUST100398,Gold,15200,2023-12-09,Active,9708.62,0.6387,1,0
ACC500787,CUST100529,Standard,9500,2021-01-14,Active,2269.29,0.2389,0,0
ACC501816,CUST101242,Standard,15200,2017-12-04,Active,1563.62,0.1029,0,0
ACC502245,CUST101533,Gold,29100,2019-11-27,Closed,5898.73,0.2027,0,0
ACC500379,CUST100260,Standard,13100,2014-03-29,Active,4340.19,0.3313,1,0
ACC501501,CUST101016,Gold,25200,2024-09-09,Active,17844.28,0.7081,2,0
ACC500871,CUST100590,Gold,6900,2020-08-23,Active,956.13,0.1386,1,0
ACC502167,CUST101484,platinum,23900,2020-06-02,Active,5182.51,0.2168,0,0
ACC503464,CUST102361,Standard,25200,2025-01-01,Active,9465.81,0.3756,2,0
ACC501796,CUST101225,Standard,19400,2026-01-22,Closed,0.0,0.0,0,0
ACC503215,CUST102194,Standard,18700,2026-06-24,Closed,9533.22,0.5098,1,0
ACC503092,CUST102104,Gold,15600,2017-06-08,Active,6529.17,0.4185,2,0
ACC500117,CUST100080,Standard,17100,2025-08-12,Active,2471.9,0.1446,0,1
ACC500490,CUST100335,Secured,20800,2024-12-04,Active,3518.61,0.1692,0,0
ACC502412,CUST101647,Secured,13000,2026-08-03,Active,9674.91,0.7442,2,0
ACC502676,CUST101819,Standard,8900,2020-06-01,Active,1970.35,0.2214,2,0
ACC500917,CUST100620,Secured,8100,2019-04-04,Active,1112.0,0.1373,2,0
ACC503445,CUST102347,Gold,11500,2026-01-11,Active,5416.42,0.471,1,0
ACC501020,CUST100691,Standard,18700,2021-09-15,Active,12221.04,0.6535,0,0
ACC502920,CUST101989,Standard,17600,2023-06-03,Active,0.0,0.0,0,0
ACC500673,CUST100450,Gold,18900,2026-01-14,Active,7627.32,0.4036,2,0
ACC501294,CUST100871,standard,18100,2015-03-05,Closed,8873.72,0.4903,3,0
ACC501697,CUST101160,Platinum,9600,2025-09-01,Active,3048.27,0.3175,1,0
ACC501046,CUST100708,Standard,10700,2026-04-03,Closed,3342.91,0.3124,0,0
ACC502411,CUST101646,Gold,8300,2020-11-04,Active,7485.77,0.9019,0,1
ACC503630,CUST102467,Standard,10600,2017-06-23,Closed,9006.62,0.8497,2,1
ACC502709,CUST101844,platinum,27600,2023-05-22,Closed,12645.81,0.4582,1,0
ACC500693,CUST100463,Standard,25900,2026-05-17,Closed,7809.54,0.3015,0,0
ACC502535,CUST101726,Standard,15600,2020-11-24,Active,3916.6,0.2511,1,0
ACC501580,CUST101072,Standard,13000,2023-01-05,Active,9606.34,0.7389,3,0
ACC502405,CUST101643,standard,25200,2012-05-23,Active,0.0,0.0,0,0
ACC501524,CUST101029,Gold,14700,2019-10-04,Active,4818.84,0.3278,1,0
ACC502133,CUST101465,Standard,15300,2025-03-17,Active,854.29,0.0558,1,0
ACC501456,CUST100986,Secured,20400,2025-03-03,Active,6911.48,0.3388,4,0
ACC502712,CUST101845,Standard,9400,2020-09-04,Active,4647.8,0.4944,2,0
ACC503000,CUST102043,Standard,9800,2020-04-29,Active,7219.27,0.7367,4,1
ACC500204,CUST100140,Standard,18200,2026-04-22,Active,8909.45,0.4895,0,0
ACC503668,CUST102493,Secured,33900,2025-11-07,Active,16341.89,0.4821,1,0
ACC501688,CUST101153,Standard,9200,2026-04-30,Active,3871.44,0.4208,3,0
ACC501354,CUST100914,Secured,12800,2024-10-30,Active,8069.28,0.6304,2,0
ACC500314,CUST100217,Gold,12400,2023-08-24,Frozen,7351.42,0.5929,1,0
ACC502465,CUST101679,Gold,16600,2023-01-08,Active,608.8,0.0367,1,0
ACC500180,CUST100120,gold,9000,2025-09-11,Active,6818.82,0.7576,2,0
ACC500885,CUST100599,Gold,14500,2019-01-15,,7337.31,0.506,0,0
ACC503644,CUST102477,Standard,19100,2022-05-08,Active,6405.54,0.3354,2,0
ACC502417,CUST101650,Standard,10400,2022-11-02,Active,4464.61,0.4293,1,0
ACC500775,CUST100522,Standard,18800,2014-10-20,Active,8943.87,0.4757,1,0
ACC500719,CUST100482,Gold,5300,2025-12-04,Active,1316.5,0.2484,0,0
ACC501057,CUST100717,Gold,13500,2018-05-11,,9254.53,0.6855,0,0
ACC503381,CUST102307,Gold,14500,2025-12-26,Active,4131.24,0.2849,1,0
ACC503022,CUST102057,Standard,12400,2026-04-29,Active,6839.07,0.5515,3,0
ACC501468,CUST100995,Standard,9900,2023-10-25,Active,4484.96,0.453,1,0
ACC500790,CUST100532,Standard,28900,2020-09-05,Active,8592.83,0.2973,0,0
ACC502452,CUST101671,Secured,33700,2019-09-06,Active,0.0,0.0,1,0
ACC502956,CUST102012,Gold,19100,2022-09-12,Active,10426.67,0.5459,1,0
ACC502786,CUST101896,Gold,27200,2024-12-23,Active,16616.67,0.6109,1,0
ACC502227,CUST101523,Standard,18100,2023-07-10,Active,4159.94,0.2298,1,0
ACC500494,CUST100339,Secured,11900,2026-08-29,Active,4061.33,0.3413,2,0
ACC503413,CUST102325,Standard,14000,2024-12-10,Active,3589.49,0.2564,0,0
ACC501515,CUST101024,standard,21100,2022-07-18,Active,6034.12,0.286,2,0
ACC500658,CUST100439,Standard,16600,2025-08-03,Active,10810.59,0.6512,2,0
ACC500403,CUST100276,Gold,21500,2017-09-02,Active,15632.1,0.7271,1,0
ACC500364,CUST100251,Platinum,8100,2015-01-10,Active,7717.83,0.9528,8,1
ACC501803,CUST101230,Standard,19000,2024-02-08,Active,5317.04,0.2798,1,0
ACC502231,CUST101525,Platinum,-500,2021-10-04,Active,5607.46,0.603,2,1
ACC500318,CUST100219,Platinum,20000,2022-07-05,Active,7230.78,0.3615,1,0
ACC500804,CUST100544,Secured,15400,2024-08-06,Active,654.78,0.0425,0,0
ACC502782,CUST101893,Standard,12400,2014-04-08,Active,6620.94,0.5339,0,0
ACC500827,CUST100561,Standard,6700,2022-02-22,Closed,4637.05,0.6921,2,1
ACC502817,CUST101918,Platinum,17800,2016-09-05,Closed,8090.2,0.4545,1,0
ACC503514,CUST102395,Platinum,13600,2025-10-05,Active,2931.25,0.2155,0,0
ACC501530,CUST101033,Standard,8400,2026-03-27,Active,2503.31,0.298,1,0
ACC501554,CUST101052,Standard,5200,2024-12-23,Closed,3443.87,0.6623,1,1
ACC502461,CUST101675,Standard,4900,2021-03-11,Active,1743.65,0.3558,1,0
ACC500236,CUST100162,Gold,18300,2023-08-18,Active,1830.39,0.1,1,0
ACC501658,CUST101130,Standard,15900,2022-12-27,Active,8495.77,0.5343,3,0
ACC500061,CUST100041,Standard,14200,2019-09-11,Active,4340.47,0.3057,1,0
ACC501163,CUST100784,Standard,3500,2025-09-17,Active,1423.3,0.4067,5,0
ACC500310,CUST100214,Standard,29900,2025-04-19,Active,11436.43,0.3825,0,0
ACC502240,CUST101530,Gold,13500,2021-11-05,Active,2908.92,0.2155,1,0
ACC501007,CUST100681,Standard,15100,2018-06-05,Active,956.19,0.0633,3,0
ACC502397,CUST101636,Standard,11600,2023-11-18,Closed,6580.08,0.5672,1,1
ACC503231,CUST102206,Standard,18900,2022-11-16,Active,315.56,0.0167,0,0
ACC500229,CUST100159,gold,16400,2020-12-09,Frozen,7760.71,0.4732,2,0
ACC501613,CUST101095,Gold,15700,2021-02-06,Active,0.0,0.0,0,0
ACC503654,CUST102483,gold,12500,2019-08-20,Active,12683.29,1.0147,5,0
ACC501994,CUST101363,Gold,15300,2025-06-27,Active,0.0,0.0,0,0
ACC500783,CUST100526,Gold,10200,2017-03-04,Frozen,2076.0,0.2035,1,0
ACC502364,CUST101615,Standard,11300,2026-01-23,,4949.41,0.438,1,0
ACC501181,CUST100794,Gold,14300,2022-07-18,Active,7967.68,0.5572,1,0
ACC503386,CUST102309,Gold,7600,2022-05-05,Active,7102.3,0.9345,2,1
ACC502130,CUST101463,gold,14500,2017-12-02,Active,8278.08,0.5709,0,0
ACC502239,CUST101530,Standard,16600,2025-04-24,Active,13550.7,0.8163,3,0
ACC503008,CUST102047,Gold,10600,2018-01-15,Frozen,3377.7,0.3187,2,0
ACC502517,CUST101714,Gold,12900,2025-08-09,Active,1081.88,0.0839,0,1
ACC501065,CUST100723,Standard,20600,2023-07-10,Active,0.0,0.0,0,0
ACC501287,CUST100867,standard,16600,2025-09-27,Active,6907.66,0.4161,2,0
ACC501375,CUST100928,Standard,10100,2024-03-23,Active,0.0,0.0,2,0
ACC503239,CUST102212,Standard,17900,2024-04-17,Active,0.0,0.0,0,0
ACC503112,CUST102118,Standard,11500,2023-01-28,Active,6284.27,0.5465,3,0
ACC503064,CUST102088,Gold,12500,2023-09-05,Closed,5968.36,0.4775,3,0
ACC501379,CUST100931,Standard,16700,2023-02-03,Frozen,11710.32,0.7012,1,0
ACC500139,CUST100095,Platinum,5500,2019-10-22,Closed,3507.69,0.6378,4,0
ACC500740,CUST100496,Standard,17600,2022-12-09,Active,2653.02,0.1507,0,0
ACC502987,CUST102034,Secured,3600,2024-09-18,Active,1966.93,0.5464,0,0
ACC501973,CUST101348,Standard,11500,2025-06-14,Active,5242.61,0.4559,1,0
ACC500587,CUST100399,Standard,15000,2025-01-07,Frozen,2874.1,0.1916,1,1
ACC501801,CUST101229,gold,10500,2026-01-15,Active,4585.46,0.4367,2,0
ACC503075,CUST102094,Platinum,23200,2024-08-28,Active,10561.04,0.4552,1,0
ACC501358,CUST100917,standard,25100,2022-07-17,Active,6213.42,0.2475,0,0
ACC502505,CUST101706,Standard,18600,2018-11-12,Active,8869.65,0.4769,2,0
ACC501876,CUST101280,Standard,11600,2025-03-11,Active,5584.36,0.4814,0,0
ACC502037,CUST101395,Standard,6600,2026-05-20,Active,3070.74,0.4653,0,0
ACC500013,CUST100007,Gold,9700,2026-02-13,Active,5890.74,0.6073,0,0
ACC500952,CUST100644,Standard,21900,2026-08-22,Active,0.0,0.0,0,0
ACC503672,CUST102494,Standard,9400,2026-04-15,Active,3407.8,0.3625,1,0
ACC503187,CUST102177,secured,11900,2013-11-09,Active,7651.51,0.643,0,0
ACC500175,CUST100116,Platinum,10100,2024-07-08,Closed,5061.96,0.5012,1,1
ACC503184,CUST102174,Gold,19400,2024-08-27,Active,8764.4,0.4518,0,0
ACC502283,CUST101558,Standard,21100,2026-01-17,Active,6529.4,0.3095,0,0
ACC501661,CUST101133,Standard,6300,2023-10-18,Active,3668.08,0.5822,0,0
ACC501316,CUST100887,gold,17200,2025-03-03,Frozen,6309.6,0.3668,1,0
ACC502886,CUST101966,Secured,16700,2016-05-21,Active,2694.75,0.1614,1,0
ACC501192,CUST100800,Standard,7700,2025-05-03,Active,3105.41,0.4033,1,0
ACC502221,CUST101517,Platinum,19800,2025-07-30,Frozen,6694.38,0.3381,1,0
ACC503294,CUST102251,Standard,26100,2023-04-01,Active,11003.83,0.4216,1,0
ACC501231,CUST100828,Platinum,23800,2026-05-30,Active,3044.81,0.1279,1,0
ACC503220,CUST102197,Standard,22100,2025-02-09,Active,11714.96,0.5301,1,0
ACC500826,CUST100560,Gold,10100,2024-01-07,Closed,2879.86,0.2851,0,0
ACC500601,CUST100407,Standard,16500,2021-07-21,Active,13215.3,0.8009,0,0
ACC502302,CUST101571,Standard,19200,2025-02-13,Active,8833.37,0.4601,0,0
ACC502049,CUST101406,Gold,7500,2014-02-22,Active,3852.06,0.5136,0,0
ACC500635,CUST100427,Platinum,17600,2024-07-19,Active,7586.02,0.431,0,0
ACC502083,CUST101430,Platinum,16200,2026-04-22,Active,8457.45,0.5221,0,0
ACC500641,CUST100430,Gold,8500,2023-12-12,Active,5234.32,0.6158,1,0
ACC503189,CUST102178,Gold,24200,2024-01-26,Active,5499.63,0.2273,0,0
ACC502170,CUST101486,Platinum,20300,2022-11-30,Active,8165.87,0.4023,1,0
ACC500962,CUST100650,Standard,10400,2022-09-15,Active,1749.44,0.1682,2,0
ACC502171,CUST101486,Platinum,20300,2021-04-25,Active,14032.69,0.6913,1,0
ACC502265,CUST101545,Standard,25700,2012-03-30,Closed,6974.85,0.2714,2,0
ACC502098,CUST101440,Platinum,11300,2024-04-20,Active,5378.99,0.476,0,0
ACC501084,CUST100733,Platinum,18900,2023-03-18,Active,4296.24,0.2273,0,0
ACC501972,CUST101347,Standard,25000,2023-08-31,Active,2132.74,0.0853,0,0
ACC500224,CUST100154,Standard,15900,2024-02-06,Active,0.0,0.0,0,0
ACC503314,CUST102264,Secured,19900,2014-11-29,Active,2501.79,0.1257,0,0
ACC500600,CUST100407,Platinum,5500,2022-03-14,Active,1303.11,0.2369,0,0
ACC502212,CUST101511,Standard,14000,2022-09-12,Frozen,1678.68,0.1199,0,0
ACC501540,CUST101042,Standard,18700,2026-01-20,Active,10970.29,0.5866,0,0
ACC501612,CUST101094,standard,11800,2021-05-14,Active,754.77,0.064,0,1
ACC502431,CUST101659,Standard,20500,2026-03-21,Active,10790.97,0.5264,0,0
ACC501531,CUST101034,Standard,10900,2022-09-01,Active,5736.03,0.5262,1,0
ACC500727,CUST100488,Standard,14300,2026-02-27,Active,8274.0,0.5786,2,0
ACC501523,CUST101028,Standard,24400,2025-04-06,Active,4769.15,0.1955,1,0
ACC501025,CUST100694,gold,16900,2024-04-11,Active,9087.84,0.5377,0,0
ACC503232,CUST102206,Standard,14800,2022-06-28,Active,5192.24,0.3508,0,0
ACC501576,CUST101068,Standard,18800,2024-05-10,Active,7304.88,0.3886,0,0
ACC500463,CUST100319,Standard,12500,2022-08-25,Active,6066.43,0.4853,0,1
ACC501119,CUST100755,Secured,10000,2019-09-04,Active,5242.82,0.5243,1,0
ACC501233,CUST100830,Standard,14400,2019-01-16,,2623.95,0.1822,0,0
ACC503018,CUST102054,standard,16100,2024-05-11,Active,9452.52,0.5871,1,0
ACC502295,CUST101566,Platinum,14200,2025-07-09,Closed,4960.99,0.3494,1,0
ACC501024,CUST100693,Gold,11900,2022-05-24,Closed,2342.77,0.1969,1,0
ACC501906,CUST101302,standard,16800,2026-01-15,Active,2996.68,0.1784,0,0
ACC503077,CUST102096,platinum,9800,2022-06-08,Active,2879.3,0.2938,3,0
ACC501209,CUST100812,Standard,7100,2026-08-29,Active,3937.79,0.5546,1,0
ACC502329,CUST101591,Standard,18800,2015-10-01,,10785.73,0.5737,0,0
ACC502448,CUST101668,Secured,7000,2024-03-06,Active,4978.85,0.7113,1,0
ACC502419,CUST101650,standard,6800,2022-01-18,Active,2653.01,0.3901,2,1
ACC500101,CUST100071,Platinum,13200,2023-08-31,Active,5940.77,0.4501,1,0
ACC500177,CUST100117,Standard,31000,2021-02-03,Active,8102.93,0.2614,0,0
ACC502748,CUST101869,standard,17300,2020-03-31,Active,9208.94,0.5323,0,0
ACC500349,CUST100240,Standard,15400,2016-09-09,Closed,2787.86,0.181,2,0
ACC502619,CUST101784,Platinum,18300,2023-12-24,Active,7626.7,0.4168,0,0
ACC500066,CUST100045,Standard,21200,2025-08-10,Active,9841.64,0.4642,2,0
ACC502613,CUST101780,Standard,8600,2020-02-07,Active,7173.57,0.8341,1,0
ACC500941,CUST100636,Gold,18700,2025-01-30,,10869.87,0.5813,2,1
ACC501464,CUST100992,Platinum,17800,2023-12-13,Active,5573.69,0.3131,0,0
ACC502941,CUST102003,Gold,18100,2025-09-22,Active,2983.71,0.1648,0,0
ACC502427,CUST101656,Standard,14600,2026-06-20,Active,4712.17,0.3228,0,0
ACC500002,CUST100000,Standard,5600,2024-05-21,Active,1390.35,0.2483,3,1
ACC501323,CUST100892,gold,19200,2022-09-15,Active,3217.77,0.1676,0,0
ACC500278,CUST100192,Platinum,21900,2019-08-29,Active,4543.91,0.2075,0,0
ACC503333,CUST102276,Platinum,19300,2026-03-17,Active,4815.87,0.2495,0,0
ACC503677,CUST102498,Standard,7800,2026-07-29,Active,2265.7,0.2905,2,0
ACC500511,CUST100350,Standard,13200,2013-06-06,Active,4509.85,0.3417,0,0
ACC500081,CUST100055,Standard,13200,2026-01-19,Active,2618.2,0.1983,0,0
ACC503094,CUST102106,Standard,17100,2023-02-14,Active,8429.32,0.4929,3,0
ACC500149,CUST100100,Secured,24300,2026-03-02,Active,7157.58,0.2946,1,0
ACC500862,CUST100584,Gold,10600,2017-12-06,Active,4398.13,0.4149,3,0
ACC502536,CUST101727,Platinum,19100,2019-07-29,Active,6611.88,0.3462,2,0
ACC501591,CUST101079,Standard,20600,2020-06-29,Active,7276.51,0.3532,1,0
ACC501326,CUST100894,standard,26000,2013-02-15,Active,0.0,0.0,0,0
ACC501996,CUST101365,Standard,14800,2025-12-19,Active,0.0,0.0,0,0
ACC500802,CUST100542,Standard,17700,2026-05-24,Active,1226.01,0.0693,0,0
ACC502585,CUST101760,Secured,12400,2025-03-12,Active,3743.87,0.3019,0,0
ACC500327,CUST100225,Standard,8900,2023-09-05,Active,3919.58,0.4404,1,0
ACC500752,CUST100504,standard,13200,2026-03-11,Active,0.0,0.0,1,0
ACC501431,CUST100969,Gold,23000,2020-06-06,Active,17493.58,0.7606,0,0
ACC502962,CUST102015,Gold,18600,2022-11-25,Active,17875.94,0.9611,2,0
ACC500230,CUST100160,Gold,10100,2023-05-09,Active,6408.1,0.6345,0,0
ACC501818,CUST101243,Standard,17700,2018-07-29,Active,6539.16,0.3694,1,0
ACC502385,CUST101629,Standard,10300,2024-11-04,Active,6478.91,0.629,0,0
ACC503530,CUST102404,Standard,15500,2022-11-21,Active,5976.67,0.3856,1,0
ACC500321,CUST100221,Secured,5700,2026-09-04,Active,1306.77,0.2293,3,0
ACC501774,CUST101214,Platinum,17300,2020-04-26,Active,11048.3,0.6386,0,0
ACC500417,CUST100285,Standard,12500,2026-07-18,Active,7688.36,0.6151,2,0
ACC501165,CUST100784,Standard,15000,2018-07-05,Active,5208.5,0.3472,1,0
ACC503256,CUST102225,Platinum,27400,2026-02-03,Active,9711.44,0.3544,1,0
ACC501017,CUST100690,Secured,18400,2018-10-04,Active,8657.84,0.4705,2,0
ACC502048,CUST101405,Platinum,9400,2017-08-19,Active,2249.76,0.2393,1,0
ACC502598,CUST101769,Platinum,21000,2025-01-23,Active,0.0,0.0,0,0
ACC500006,CUST100002,Gold,21900,2020-06-25,Active,11183.55,0.5107,2,0
ACC502772,CUST101887,Platinum,20000,2021-01-28,Active,5545.72,0.2773,1,0
ACC503678,CUST102499,Standard,25900,2021-07-23,Closed,9490.1,0.3664,0,0
ACC502243,CUST101532,Platinum,14900,2025-01-13,Active,7221.66,0.4847,1,0
ACC502979,CUST102028,Platinum,9600,2026-05-16,Frozen,3785.43,0.3943,2,0
ACC502272,CUST101551,Standard,8800,2020-05-26,Active,3244.95,0.3687,1,0
ACC500220,CUST100153,Platinum,23100,2026-06-03,Closed,8566.3,0.3708,1,0
ACC501561,CUST101057,Gold,13200,2019-06-22,Active,2870.26,0.2174,1,0
ACC502965,CUST102018,Standard,11800,2023-09-18,Active,5214.03,0.4419,0,0
