application_id,mob,performance_date,dpd_bucket,current_dpd,balance_outstanding
APP002365,10,2024-10-31,0,0,8839.29
APP002365,11,2024-11-30,0,0,8428.58
APP002365,12,2024-12-31,0,0,7731.25
APP002365,13,2025-01-31,0,0,7050.76
APP002365,14,2025-02-28,0,0,6547.04
APP002365,15,2025-03-31,0,0,5494.39
APP002365,16,2025-04-30,0,0,4873.7
APP002365,17,2025-05-31,0,0,4324.98
APP002365,18,2025-06-30,0,0,3792.32
APP002365,19,2025-07-31,0,0,3000.08
APP002365,20,2025-08-31,0,0,2593.03
APP002365,21,2025-09-30,0,0,1966.79
APP002366,1,2023-12-28,1,15,23560.06
APP002366,2,2024-01-28,2,45,22040.5
APP002366,3,2024-02-28,2,45,18779.9
APP002366,4,2024-03-28,2,45,16791.24
APP002366,5,2024-04-28,2,45,15655.15
APP002366,6,2024-05-28,2,45,12363.23
APP002366,7,2024-06-28,1,15,10402.07
APP002366,8,2024-07-28,0,0,9088.89
APP002366,9,2024-08-28,0,0,6703.18
APP002366,10,2024-09-28,0,0,4248.68
APP002366,11,2024-10-28,0,0,2254.5
APP002366,12,2024-11-28,0,0,0.0
APP002366,13,2024-12-28,0,0,0.0
APP002366,14,2025-01-28,0,0,0.0
APP002366,15,2025-02-28,0,0,0.0
APP002366,16,2025-03-28,0,0,0.0
APP002366,17,2025-04-28,0,0,0.0
APP002366,18,2025-05-28,0,0,0.0
APP002366,19,2025-06-28,0,0,0.0
APP002366,20,2025-07-28,0,0,0.0
APP002366,21,2025-08-28,0,0,0.0
APP002366,22,2025-09-28,0,0,0.0
APP002367,1,2023-10-29,0,0,35055.86
APP002367,2,2023-11-29,0,0,35624.19
APP002367,3,2023-12-29,0,0,35237.27
APP002367,4,2024-01-29,0,0,32450.72
APP002367,5,2024-02-29,0,0,31805.89
APP002367,6,2024-03-29,0,0,32795.04
APP002367,7,2024-04-29,0,0,29216.97
APP002367,8,2024-05-29,0,0,29428.69
APP002367,9,2024-06-29,0,0,29918.88
APP002367,10,2024-07-29,0,0,28062.28
APP002367,11,2024-08-29,0,0,28922.71
APP002367,12,2024-09-29,0,0,26650.78
APP002367,13,2024-10-29,0,0,27036.54
APP002367,14,2024-11-29,0,0,25362.21
APP002367,15,2024-12-29,0,0,24553.35
APP002367,16,2025-01-29,0,0,24320.97
APP002367,17,2025-02-28,0,0,23971.51
APP002367,18,2025-03-29,1,15,23398.88
APP002367,19,2025-04-29,1,15,21339.83
APP002367,20,2025-05-29,1,15,21821.78
APP002367,21,2025-06-29,1,15,21054.91
APP002367,22,2025-07-29,1,15,19851.99
APP002367,23,2025-08-29,0,0,18012.24
APP002367,24,2025-09-29,0,0,17377.59
APP002368,1,2023-11-18,0,0,4446.37
APP002368,2,2023-12-18,0,0,4507.6
APP002368,3,2024-01-18,0,0,4365.51
APP002368,4,2024-02-18,1,15,4065.5
APP002368,5,2024-03-18,1,15,3898.29
APP002368,6,2024-04-18,1,15,3982.76
APP002368,7,2024-05-18,1,15,3911.85
APP002368,8,2024-06-18,1,15,3812.03
APP002368,9,2024-07-18,1,15,3580.87
APP002368,10,2024-08-18,1,15,3512.28
APP002368,11,2024-09-18,1,15,3622.36
APP002368,12,2024-10-18,0,0,3536.77
APP002368,13,2024-11-18,0,0,3416.57
APP002368,14,2024-12-18,0,0,3182.14
APP002368,15,2025-01-18,0,0,3214.64
APP002368,16,2025-02-18,0,0,2912.86
APP002368,17,2025-03-18,0,0,2885.78
APP002368,18,2025-04-18,0,0,2752.07
APP002368,19,2025-05-18,0,0,2715.67
APP002368,20,2025-06-18,0,0,2549.51
APP002368,21,2025-07-18,0,0,2598.79
APP002368,22,2025-08-18,0,0,2444.15
APP002368,23,2025-09-18,0,0,2351.69
APP002369,1,2023-08-07,0,0,3448.73
APP002369,2,2023-09-07,0,0,3151.52
APP002369,3,2023-10-07,0,0,2946.09
APP002369,4,2023-11-07,0,0,3023.59
APP002369,5,2023-12-07,0,0,2708.23
APP002369,6,2024-01-07,0,0,2574.09
APP002369,7,2024-02-07,0,0,2589.0
APP002369,8,2024-03-07,0,0,2424.39
APP002369,9,2024-04-07,0,0,2286.57
APP002369,10,2024-05-07,0,0,1982.4
APP002369,11,2024-06-07,0,0,1919.75
APP002369,12,2024-07-07,0,0,1763.57
APP002369,13,2024-08-07,0,0,1656.5
APP002369,14,2024-09-07,0,0,1505.49
APP002369,15,2024-10-07,0,0,1296.11
APP002369,16,2024-11-07,1,15,1190.81
APP002369,17,2024-12-07,1,15,972.39
APP002369,18,2025-01-07,1,15,856.37
APP002369,19,2025-02-07,1,15,725.52
APP002369,20,2025-03-07,1,15,610.55
APP002369,21,2025-04-07,1,15,430.01
APP002369,22,2025-05-07,1,15,293.74
APP002369,23,2025-06-07,1,15,147.12
APP002369,24,2025-07-07,1,15,0.0
APP002369,25,2025-08-07,1,0,0.0
APP002369,26,2025-09-07,1,0,0.0
APP002370,1,2024-12-26,0,0,37948.56
APP002370,2,2025-01-26,0,0,37165.72
APP002370,3,2025-02-26,0,0,37243.62
APP002370,4,2025-03-26,0,0,35236.94
APP002370,5,2025-04-26,0,0,34084.06
APP002370,6,2025-05-26,0,0,34985.88
APP002370,7,2025-06-26,0,0,32302.43
APP002370,8,2025-07-26,0,0,34020.39
APP002370,9,2025-08-26,0,0,31512.67
APP002370,10,2025-09-26,0,0,32067.16
APP002371,1,2023-11-02,0,0,26589.57
APP002371,2,2023-12-02,0,0,25449.71
APP002371,3,2024-01-02,0,0,22643.56
APP002371,4,2024-02-02,1,15,23249.73
APP002371,5,2024-03-02,0,0,22036.01
APP002371,6,2024-04-02,0,0,21259.18
APP002371,7,2024-05-02,0,0,19375.31
APP002371,8,2024-06-02,0,0,18568.54
APP002371,9,2024-07-02,0,0,16367.28
APP002371,10,2024-08-02,0,0,15360.38
APP002371,11,2024-09-02,1,15,15274.9
APP002371,12,2024-10-02,2,45,13287.28
APP002371,13,2024-11-02,1,15,12982.39
APP002371,14,2024-12-02,0,0,10969.96
APP002371,15,2025-01-02,0,0,9970.29
APP002371,16,2025-02-02,1,15,9203.39
APP002371,17,2025-03-02,1,15,8196.17
APP002371,18,2025-04-02,1,15,6786.67
APP002371,19,2025-05-02,0,0,5570.21
APP002371,20,2025-06-02,0,0,4512.73
APP002371,21,2025-07-02,0,0,3270.77
APP002371,22,2025-08-02,0,0,2292.48
APP002371,23,2025-09-02,0,0,1164.03
APP002372,1,2024-04-07,0,0,47178.3
APP002372,2,2024-05-07,0,0,47222.94
APP002372,3,2024-06-07,0,0,45263.48
APP002372,4,2024-07-07,0,0,48319.16
APP002372,5,2024-08-07,0,0,44684.6
APP002372,6,2024-09-07,0,0,45102.31
APP002372,7,2024-10-07,0,0,41747.43
APP002372,8,2024-11-07,0,0,42056.68
APP002372,9,2024-12-07,0,0,42339.11
APP002372,10,2025-01-07,0,0,42232.16
APP002372,11,2025-02-07,0,0,38716.59
APP002372,12,2025-03-07,1,15,39489.88
APP002372,13,2025-04-07,1,15,38675.0
APP002372,14,2025-05-07,1,15,38610.35
APP002372,15,2025-06-07,1,15,35435.19
APP002372,16,2025-07-07,0,0,36272.79
APP002372,17,2025-08-07,0,0,34123.83
APP002372,18,2025-09-07,0,0,32945.52
APP002373,1,2024-10-25,0,0,45990.83
APP002373,2,2024-11-25,0,0,45517.04
APP002373,3,2024-12-25,0,0,41754.13
APP002373,4,2025-01-25,0,0,40668.63
APP002373,5,2025-02-25,0,0,37730.99
APP002373,6,2025-03-25,0,0,37761.01
APP002373,7,2025-04-25,0,0,34810.22
APP002373,8,2025-05-25,0,0,33547.88
APP002373,9,2025-06-25,0,0,29358.32
APP002373,10,2025-07-25,0,0,28191.23
APP002373,11,2025-08-25,0,0,27561.27
APP002373,12,2025-09-25,0,0,23835.14
APP002374,1,2024-02-29,0,0,37940.35
APP002374,2,2024-03-31,0,0,39766.44
APP002374,3,2024-04-30,0,0,37957.19
APP002374,4,2024-05-31,0,0,34915.53
APP002374,5,2024-06-30,0,0,31673.64
APP002374,6,2024-07-31,0,0,31705.98
APP002374,7,2024-08-31,1,15,29642.92
APP002374,8,2024-09-30,0,0,28541.71
APP002374,9,2024-10-31,0,0,25843.15
APP002374,10,2024-11-30,0,0,25341.17
APP002374,11,2024-12-31,0,0,22746.63
APP002374,12,2025-01-31,0,0,20775.38
APP002374,13,2025-02-28,0,0,18135.79
APP002374,14,2025-03-31,1,15,16481.37
APP002374,15,2025-04-30,2,45,14913.76
APP002374,16,2025-05-31,1,15,14182.36
APP002374,17,2025-06-30,1,15,12295.99
APP002374,18,2025-07-31,1,15,10271.21
APP002374,19,2025-08-31,1,15,9054.89
APP002374,20,2025-09-30,1,15,6973.35
APP002375,1,2023-02-01,0,0,44851.16
APP002375,2,2023-03-01,0,0,44852.04
APP002375,3,2023-04-01,0,0,45675.55
APP002375,4,2023-05-01,0,0,43163.76
APP002375,5,2023-06-01,0,0,42660.64
APP002375,6,2023-07-01,0,0,40332.18
APP002375,7,2023-08-01,0,0,37861.58
APP002375,8,2023-09-01,0,0,36542.37
APP002375,9,2023-10-01,0,0,36960.55
APP002375,10,2023-11-01,0,0,33282.02
APP002375,11,2023-12-01,0,0,33059.69
APP002375,12,2024-01-01,0,0,31322.36
APP002375,13,2024-02-01,0,0,31075.62
APP002375,14,2024-03-01,0,0,29646.11
APP002375,15,2024-04-01,0,0,27435.44
APP002375,16,2024-05-01,0,0,26779.05
APP002375,17,2024-06-01,0,0,26193.6
APP002375,18,2024-07-01,0,0,24198.81
APP002375,19,2024-08-01,0,0,23514.95
APP002375,20,2024-09-01,0,0,22346.22
APP002375,21,2024-10-01,0,0,19496.97
APP002375,22,2024-11-01,0,0,18439.96
APP002375,23,2024-12-01,0,0,16685.13
APP002375,24,2025-01-01,0,0,15714.69
APP002375,25,2025-02-01,0,0,14420.98
APP002375,26,2025-03-01,0,0,13776.78
APP002375,27,2025-04-01,0,0,11556.73
APP002375,28,2025-05-01,0,0,10809.35
APP002375,29,2025-06-01,0,0,9784.53
APP002375,30,2025-07-01,0,0,7793.89
APP002375,31,2025-08-01,0,0,6999.28
APP002375,32,2025-09-01,0,0,5346.32
APP002376,1,2024-05-21,0,0,36525.92
APP002376,2,2024-06-21,0,0,38345.65
APP002376,3,2024-07-21,1,15,36642.12
APP002376,4,2024-08-21,1,15,34798.43
APP002376,5,2024-09-21,1,15,32514.83
APP002376,6,2024-10-21,1,15,32297.89
APP002376,7,2024-11-21,1,15,31242.52
APP002376,8,2024-12-21,0,0,32022.25
APP002376,9,2025-01-21,0,0,28533.8
APP002376,10,2025-02-21,0,0,27805.83
APP002376,11,2025-03-21,0,0,28623.52
APP002376,12,2025-04-21,0,0,25091.6
APP002376,13,2025-05-21,0,0,25272.87
APP002376,14,2025-06-21,0,0,23379.28
APP002376,15,2025-07-21,0,0,23646.63
APP002376,16,2025-08-21,0,0,21792.81
APP002376,17,2025-09-21,0,0,21226.1
APP002377,1,2024-09-06,0,0,14617.67
APP002377,2,2024-10-06,0,0,14463.57
APP002377,3,2024-11-06,0,0,13344.97
APP002377,4,2024-12-06,0,0,13731.15
APP002377,5,2025-01-06,0,0,12369.15
APP002377,6,2025-02-06,0,0,12896.4
APP002377,7,2025-03-06,0,0,12615.31
APP002377,8,2025-04-06,0,0,11309.43
APP002377,9,2025-05-06,0,0,11586.9
APP002377,10,2025-06-06,0,0,10608.66
APP002377,11,2025-07-06,0,0,10494.2
APP002377,12,2025-08-06,0,0,10121.47
APP002377,13,2025-09-06,0,0,9565.31
APP002378,1,2023-04-19,0,0,46155.39
APP002378,2,2023-05-19,0,0,44759.67
APP002378,3,2023-06-19,0,0,42075.05
APP002378,4,2023-07-19,0,0,43022.39
APP002378,5,2023-08-19,0,0,38949.06
APP002378,6,2023-09-19,0,0,40385.46
APP002378,7,2023-10-19,0,0,39228.92
APP002378,8,2023-11-19,0,0,37986.49
APP002378,9,2023-12-19,0,0,34053.14
APP002378,10,2024-01-19,0,0,34355.18
APP002378,11,2024-02-19,0,0,34178.7
APP002378,12,2024-03-19,0,0,32789.69
APP002378,13,2024-04-19,0,0,29271.97
APP002378,14,2024-05-19,0,0,30148.8
APP002378,15,2024-06-19,0,0,28168.86
APP002378,16,2024-07-19,0,0,25628.12
APP002378,17,2024-08-19,0,0,25319.04
APP002378,18,2024-09-19,0,0,24092.43
APP002378,19,2024-10-19,0,0,21660.03
APP002378,20,2024-11-19,0,0,21418.11
APP002378,21,2024-12-19,0,0,18828.03
APP002378,22,2025-01-19,0,0,18068.3
APP002378,23,2025-02-19,0,0,17623.36
APP002378,24,2025-03-19,0,0,15140.06
APP002378,25,2025-04-19,0,0,14910.39
APP002378,26,2025-05-19,0,0,13179.02
APP002378,27,2025-06-19,0,0,11418.87
APP002378,28,2025-07-19,0,0,10357.86
APP002378,29,2025-08-19,0,0,9547.47
APP002378,30,2025-09-19,0,0,7698.63
APP002379,1,2024-07-04,0,0,39895.39
APP002379,2,2024-08-04,0,0,38195.94
APP002379,3,2024-09-04,0,0,37142.95
APP002379,4,2024-10-04,0,0,33619.3
APP002379,5,2024-11-04,0,0,32933.74
APP002379,6,2024-12-04,0,0,32840.28
APP002379,7,2025-01-04,0,0,33360.54
APP002379,8,2025-02-04,0,0,30659.57
APP002379,9,2025-03-04,0,0,29178.78
APP002379,10,2025-04-04,1,15,29773.08
APP002379,11,2025-05-04,1,15,27995.34
APP002379,12,2025-06-04,0,0,25894.69
APP002379,13,2025-07-04,0,0,24643.63
APP002379,14,2025-08-04,0,0,23276.78
APP002379,15,2025-09-04,0,0,22023.44
APP002380,1,2023-04-29,0,0,21281.22
APP002380,2,2023-05-29,0,0,21282.25
APP002380,3,2023-06-29,0,0,21711.64
APP002380,4,2023-07-29,0,0,20004.75
APP002380,5,2023-08-29,0,0,19779.59
APP002380,6,2023-09-29,0,0,19546.52
APP002380,7,2023-10-29,0,0,17733.59
APP002380,8,2023-11-29,0,0,17634.5
APP002380,9,2023-12-29,0,0,17076.03
APP002380,10,2024-01-29,0,0,16787.4
APP002380,11,2024-02-29,0,0,15634.58
APP002380,12,2024-03-29,0,0,14892.31
APP002380,13,2024-04-29,0,0,15146.27
APP002380,14,2024-05-29,0,0,14455.33
APP002380,15,2024-06-29,0,0,13872.68
APP002380,16,2024-07-29,0,0,12635.36
APP002380,17,2024-08-29,0,0,11912.06
APP002380,18,2024-09-29,0,0,12071.52
APP002380,19,2024-10-29,0,0,10726.53
APP002380,20,2024-11-29,0,0,9819.92
APP002380,21,2024-12-29,0,0,9667.35
APP002380,22,2025-01-29,0,0,9203.96
APP002380,23,2025-02-28,0,0,8629.26
APP002380,24,2025-03-29,0,0,7836.11
APP002380,25,2025-04-29,0,0,6773.74
APP002380,26,2025-05-29,0,0,6133.35
APP002380,27,2025-06-29,0,0,5543.05
APP002380,28,2025-07-29,0,0,5120.71
APP002380,29,2025-08-29,0,0,4600.03
APP002380,30,2025-09-29,0,0,3858.54
APP002381,1,2024-01-26,0,0,12782.46
APP002381,2,2024-02-26,0,0,11704.89
APP002381,3,2024-03-26,0,0,10820.51
APP002381,4,2024-04-26,0,0,11211.17
APP002381,5,2024-05-26,0,0,10292.62
APP002381,6,2024-06-26,0,0,9999.44
APP002381,7,2024-07-26,0,0,9092.49
APP002381,8,2024-08-26,0,0,8691.28
APP002381,9,2024-09-26,0,0,8313.15
APP002381,10,2024-10-26,0,0,7611.01
APP002381,11,2024-11-26,0,0,7364.65
APP002381,12,2024-12-26,0,0,6240.06
APP002381,13,2025-01-26,0,0,5732.66
APP002381,14,2025-02-26,0,0,5510.06
APP002381,15,2025-03-26,0,0,5013.55
APP002381,16,2025-04-26,0,0,4475.53
APP002381,17,2025-05-26,0,0,3681.2
APP002381,18,2025-06-26,0,0,3324.93
APP002381,19,2025-07-26,0,0,2755.3
APP002381,20,2025-08-26,0,0,2102.87
APP002381,21,2025-09-26,0,0,1558.83
APP002382,1,2023-02-28,0,0,41642.46
APP002382,2,2023-03-29,0,0,40880.4
APP002382,3,2023-04-29,0,0,38685.94
APP002382,4,2023-05-29,0,0,38059.4
APP002382,5,2023-06-29,0,0,38585.13
APP002382,6,2023-07-29,0,0,39444.64
APP002382,7,2023-08-29,0,0,35253.63
APP002382,8,2023-09-29,0,0,35223.31
APP002382,9,2023-10-29,0,0,35861.91
APP002382,10,2023-11-29,0,0,36010.69
APP002382,11,2023-12-29,0,0,33576.88
APP002382,12,2024-01-29,0,0,34049.02
APP002382,13,2024-02-29,0,0,34500.08
APP002382,14,2024-03-29,0,0,30809.89
APP002382,15,2024-04-29,0,0,32359.41
APP002382,16,2024-05-29,0,0,31769.3
APP002382,17,2024-06-29,0,0,31398.45
APP002382,18,2024-07-29,0,0,30514.01
APP002382,19,2024-08-29,0,0,27572.53
APP002382,20,2024-09-29,0,0,28609.03
APP002382,21,2024-10-29,0,0,27813.38
APP002382,22,2024-11-29,0,0,26649.7
APP002382,23,2024-12-29,0,0,27095.68
APP002382,24,2025-01-29,0,0,24769.32
APP002382,25,2025-02-28,0,0,24346.33
APP002382,26,2025-03-29,0,0,23562.74
APP002382,27,2025-04-29,0,0,22056.95
APP002382,28,2025-05-29,0,0,22688.55
APP002382,29,2025-06-29,0,0,21906.57
APP002382,30,2025-07-29,0,0,21490.51
APP002382,31,2025-08-29,0,0,19476.41
APP002382,32,2025-09-29,0,0,20013.26
APP002383,1,2023-04-17,0,0,5332.42
APP002383,2,2023-05-17,0,0,5067.98
APP002383,3,2023-06-17,1,15,5369.98
APP002383,4,2023-07-17,1,15,5358.46
APP002383,5,2023-08-17,1,15,5240.66
APP002383,6,2023-09-17,1,15,4831.51
APP002383,7,2023-10-17,1,15,4716.83
APP002383,8,2023-11-17,1,15,4564.35
APP002383,9,2023-12-17,1,15,4757.15
APP002383,10,2024-01-17,1,15,4457.07
APP002383,11,2024-02-17,2,45,4684.13
APP002383,12,2024-03-17,2,45,4479.39
APP002383,13,2024-04-17,2,45,4113.34
APP002383,14,2024-05-17,2,45,4278.03
APP002383,15,2024-06-17,2,45,4135.26
APP002383,16,2024-07-17,2,45,3978.18
APP002383,17,2024-08-17,1,15,3773.26
APP002383,18,2024-09-17,0,0,3977.97
APP002383,19,2024-10-17,0,0,3915.4
APP002383,20,2024-11-17,0,0,3665.9
APP002383,21,2024-12-17,0,0,3726.29
APP002383,22,2025-01-17,0,0,3422.59
APP002383,23,2025-02-17,0,0,3535.99
APP002383,24,2025-03-17,0,0,3444.88
APP002383,25,2025-04-17,0,0,3063.5
APP002383,26,2025-05-17,0,0,3228.91
APP002383,27,2025-06-17,0,0,2936.51
APP002383,28,2025-07-17,0,0,2837.4
APP002383,29,2025-08-17,0,0,2924.73
APP002383,30,2025-09-17,0,0,2709.63
APP002384,1,2025-01-17,0,0,11298.05
APP002384,2,2025-02-17,1,15,10359.6
APP002384,3,2025-03-17,1,15,10075.04
APP002384,4,2025-04-17,1,15,9834.1
APP002384,5,2025-05-17,1,15,9609.0
APP002384,6,2025-06-17,0,0,9363.93
APP002384,7,2025-07-17,0,0,9628.67
APP002384,8,2025-08-17,0,0,8823.2
APP002384,9,2025-09-17,0,0,8240.54
APP002385,1,2023-02-10,0,0,46354.99
APP002385,2,2023-03-10,1,15,48751.99
APP002385,3,2023-04-10,0,0,46730.86
APP002385,4,2023-05-10,1,15,43019.51
APP002385,5,2023-06-10,0,0,43380.32
APP002385,6,2023-07-10,0,0,43315.31
APP002385,7,2023-08-10,0,0,43582.38
APP002385,8,2023-09-10,1,15,42993.91
APP002385,9,2023-10-10,1,15,41552.32
APP002385,10,2023-11-10,1,15,39059.86
APP002385,11,2023-12-10,1,15,39912.85
APP002385,12,2024-01-10,1,15,38361.58
APP002385,13,2024-02-10,1,15,37157.7
APP002385,14,2024-03-10,0,0,36139.89
APP002385,15,2024-04-10,0,0,36847.48
APP002385,16,2024-05-10,0,0,35307.89
APP002385,17,2024-06-10,0,0,35250.81
APP002385,18,2024-07-10,0,0,35617.41
APP002385,19,2024-08-10,0,0,33547.46
APP002385,20,2024-09-10,0,0,33619.19
APP002385,21,2024-10-10,0,0,31318.28
APP002385,22,2024-11-10,0,0,30350.0
APP002385,23,2024-12-10,0,0,29918.22
APP002385,24,2025-01-10,0,0,30234.14
APP002385,25,2025-02-10,0,0,28251.38
APP002385,26,2025-03-10,0,0,26472.18
APP002385,27,2025-04-10,0,0,26676.83
APP002385,28,2025-05-10,0,0,27033.63
APP002385,29,2025-06-10,0,0,25751.84
APP002385,30,2025-07-10,0,0,23271.14
APP002385,31,2025-08-10,0,0,24255.73
APP002385,32,2025-09-10,0,0,22121.26
APP002386,1,2024-04-25,0,0,24395.58
APP002386,2,2024-05-25,0,0,24635.65
APP002386,3,2024-06-25,0,0,22752.92
APP002386,4,2024-07-25,0,0,23834.83
APP002386,5,2024-08-25,0,0,22011.5
APP002386,6,2024-09-25,0,0,22207.09
APP002386,7,2024-10-25,0,0,20373.81
APP002386,8,2024-11-25,0,0,21169.62
APP002386,9,2024-12-25,0,0,20230.74
APP002386,10,2025-01-25,0,0,18656.18
APP002386,11,2025-02-25,0,0,17786.43
APP002386,12,2025-03-25,0,0,16902.04
APP002386,13,2025-04-25,0,0,17218.69
APP002386,14,2025-05-25,0,0,16312.76
APP002386,15,2025-06-25,0,0,15069.1
APP002386,16,2025-07-25,0,0,15090.32
APP002386,17,2025-08-25,0,0,13621.37
APP002386,18,2025-09-25,0,0,13305.01
APP002387,1,2024-05-22,0,0,28706.38
APP002387,2,2024-06-22,0,0,28040.84
APP002387,3,2024-07-22,0,0,28032.64
APP002387,4,2024-08-22,0,0,25432.91
APP002387,5,2024-09-22,0,0,26146.46
APP002387,6,2024-10-22,0,0,24975.15
APP002387,7,2024-11-22,0,0,24661.07
APP002387,8,2024-12-22,0,0,24824.14
APP002387,9,2025-01-22,0,0,23456.44
APP002387,10,2025-02-22,0,0,22769.45
APP002387,11,2025-03-22,0,0,21797.57
APP002387,12,2025-04-22,0,0,20402.58
APP002387,13,2025-05-22,0,0,21280.57
APP002387,14,2025-06-22,0,0,19382.24
APP002387,15,2025-07-22,0,0,18944.29
APP002387,16,2025-08-22,0,0,18810.19
APP002387,17,2025-09-22,0,0,17796.93
APP002388,1,2023-12-21,0,0,39080.6
APP002388,2,2024-01-21,1,15,36899.95
APP002388,3,2024-02-21,1,15,32312.9
APP002388,4,2024-03-21,2,45,28779.41
APP002388,5,2024-04-21,2,45,26052.44
APP002388,6,2024-05-21,1,15,21698.39
APP002388,7,2024-06-21,1,15,17573.0
APP002388,8,2024-07-21,0,0,14534.46
APP002388,9,2024-08-21,0,0,11455.29
APP002388,10,2024-09-21,0,0,7636.56
APP002388,11,2024-10-21,0,0,3567.85
APP002388,12,2024-11-21,0,0,0.0
APP002388,13,2024-12-21,0,0,0.0
APP002388,14,2025-01-21,0,0,0.0
APP002388,15,2025-02-21,0,0,0.0
APP002388,16,2025-03-21,0,0,0.0
APP002388,17,2025-04-21,0,0,0.0
APP002388,18,2025-05-21,0,0,0.0
APP002388,19,2025-06-21,0,0,0.0
APP002388,20,2025-07-21,0,0,0.0
APP002388,21,2025-08-21,0,0,0.0
APP002388,22,2025-09-21,0,0,0.0
APP002389,1,2023-12-23,0,0,23168.92
APP002389,2,2024-01-23,0,0,22406.89
APP002389,3,2024-02-23,0,0,21522.84
APP002389,4,2024-03-23,1,15,20105.55
APP002389,5,2024-04-23,1,15,19857.63
APP002389,6,2024-05-23,0,0,18904.35
APP002389,7,2024-06-23,0,0,19011.58
APP002389,8,2024-07-23,0,0,19116.87
APP002389,9,2024-08-23,0,0,17239.54
APP002389,10,2024-09-23,0,0,16284.61
APP002389,11,2024-10-23,0,0,16048.32
APP002389,12,2024-11-23,0,0,15383.19
APP002389,13,2024-12-23,0,0,15045.4
APP002389,14,2025-01-23,0,0,13872.04
APP002389,15,2025-02-23,0,0,13119.73
APP002389,16,2025-03-23,0,0,12919.4
APP002389,17,2025-04-23,0,0,11989.36
APP002389,18,2025-05-23,0,0,11240.8
APP002389,19,2025-06-23,0,0,11607.52
APP002389,20,2025-07-23,0,0,10777.66
APP002389,21,2025-08-23,0,0,10151.61
APP002389,22,2025-09-23,0,0,9552.34
APP002390,1,2024-10-07,0,0,6816.49
APP002390,2,2024-11-07,0,0,6607.97
APP002390,3,2024-12-07,0,0,6574.09
APP002390,4,2025-01-07,0,0,6470.8
APP002390,5,2025-02-07,0,0,6677.84
APP002390,6,2025-03-07,0,0,6340.19
APP002390,7,2025-04-07,0,0,6233.99
APP002390,8,2025-05-07,0,0,5798.11
APP002390,9,2025-06-07,0,0,5917.58
APP002390,10,2025-07-07,0,0,5561.24
APP002390,11,2025-08-07,0,0,5997.58
APP002390,12,2025-09-07,0,0,5468.48
APP002391,1,2024-02-19,0,0,42763.2
APP002391,2,2024-03-19,0,0,42968.02
APP002391,3,2024-04-19,0,0,44267.26
APP002391,4,2024-05-19,0,0,40127.76
APP002391,5,2024-06-19,0,0,39393.2
APP002391,6,2024-07-19,0,0,38212.34
APP002391,7,2024-08-19,1,15,40222.25
APP002391,8,2024-09-19,0,0,39381.9
APP002391,9,2024-10-19,0,0,38596.01
APP002391,10,2024-11-19,0,0,34399.94
APP002391,11,2024-12-19,0,0,35177.33
APP002391,12,2025-01-19,0,0,32978.44
APP002391,13,2025-02-19,0,0,34253.13
APP002391,14,2025-03-19,0,0,31764.05
APP002391,15,2025-04-19,1,15,31518.82
APP002391,16,2025-05-19,1,15,30722.92
APP002391,17,2025-06-19,1,15,30079.97
APP002391,18,2025-07-19,1,15,29819.71
APP002391,19,2025-08-19,1,15,26657.06
APP002391,20,2025-09-19,1,15,26019.75
APP002392,1,2024-12-19,0,0,20129.32
APP002392,2,2025-01-19,0,0,18660.52
APP002392,3,2025-02-19,0,0,18977.14
APP002392,4,2025-03-19,0,0,17790.89
APP002392,5,2025-04-19,0,0,17115.03
APP002392,6,2025-05-19,0,0,16072.67
APP002392,7,2025-06-19,0,0,15624.51
APP002392,8,2025-07-19,0,0,15750.06
APP002392,9,2025-08-19,0,0,14833.94
APP002392,10,2025-09-19,0,0,14879.17
APP002393,1,2024-05-27,0,0,21105.19
APP002393,2,2024-06-27,0,0,21248.9
APP002393,3,2024-07-27,0,0,20754.29
APP002393,4,2024-08-27,0,0,20515.05
APP002393,5,2024-09-27,0,0,19663.96
APP002393,6,2024-10-27,0,0,19106.56
APP002393,7,2024-11-27,0,0,19038.27
APP002393,8,2024-12-27,0,0,18812.45
APP002393,9,2025-01-27,0,0,18542.77
APP002393,10,2025-02-27,0,0,16974.55
APP002393,11,2025-03-27,0,0,16596.29
APP002393,12,2025-04-27,0,0,17417.59
APP002393,13,2025-05-27,0,0,16961.37
APP002393,14,2025-06-27,0,0,15717.76
APP002393,15,2025-07-27,0,0,15601.42
APP002393,16,2025-08-27,0,0,15772.02
APP002393,17,2025-09-27,0,0,14932.19
APP002394,1,2024-11-24,0,0,28544.63
APP002394,2,2024-12-24,1,15,27181.71
APP002394,3,2025-01-24,1,15,27844.76
APP002394,4,2025-02-24,0,0,25566.72
APP002394,5,2025-03-24,0,0,25483.04
APP002394,6,2025-04-24,0,0,25505.14
APP002394,7,2025-05-24,0,0,24912.41
APP002394,8,2025-06-24,0,0,23119.09
APP002394,9,2025-07-24,0,0,22546.55
APP002394,10,2025-08-24,0,0,21949.77
APP002394,11,2025-09-24,0,0,19887.71
APP002395,1,2024-12-04,0,0,7126.77
APP002395,2,2025-01-04,0,0,6994.38
APP002395,3,2025-02-04,0,0,6127.8
APP002395,4,2025-03-04,0,0,5487.59
APP002395,5,2025-04-04,0,0,4457.54
APP002395,6,2025-05-04,0,0,4024.48
APP002395,7,2025-06-04,0,0,3348.73
APP002395,8,2025-07-04,0,0,2732.23
