application_id,customer_id,application_date,loan_purpose,loan_amount_requested,term_months,interest_rate_offered,channel
APP001222,CUST001002,2023-07-20,Debt Consolidation,20000,24,10.96,Broker
APP001223,CUST003894,2024-04-17,Home Renovation,34500,12,19.13,Branch
APP001224,CUST001057,2024-02-15,Debt Consolidation,20000,36,18.96,Branch
APP001225,CUST004300,2023-10-16,Other,49500,48,19.88,Branch
APP001226,CUST000697,2023-04-13,Travel,4000,60,15.04,Online
APP001227,CUST005662,2023-12-27,Other,40000,12,13.39,Branch
APP001228,CUST000527,2024-05-01,Debt Consolidation,43500,60,21.67,Broker
APP001229,CUST004404,2024-04-07,Home Renovation,26000,48,9.68,Broker
APP001230,CUST000891,2023-10-02,Debt Consolidation,4000,36,18.39,Broker
APP001231,CUST000333,2023-08-16,Home Renovation,30500,60,22.42,Online
APP001232,CUST001280,2024-07-24,Home Renovation,25500,48,15.51,Online
APP001233,CUST002074,2023-05-04,Travel,27500,36,20.9,Broker
APP001234,CUST002996,2024-01-08,Car Purchase,18500,12,20.94,Online
APP001235,CUST002540,2023-11-19,Debt Consolidation,20000,60,9.95,Branch
APP001236,CUST002311,2024-10-05,Wedding,41500,24,15.72,Branch
APP001237,CUST005443,2024-10-14,Medical,44500,36,17.37,Online
APP001238,CUST004690,2024-12-29,Travel,33500,48,15.15,Broker
APP001239,CUST003951,2024-10-17,Debt Consolidation,24500,24,14.28,Online
APP001240,CUST003896,2024-07-25,Debt Consolidation,47500,24,14.51,Branch
APP001241,CUST004159,2023-08-13,Medical,38000,60,10.95,Branch
APP001242,CUST005627,2024-05-13,Travel,46500,36,20.11,Online
APP001243,CUST002963,2023-01-15,Debt Consolidation,32500,24,21.59,Online
APP001244,CUST005005,2023-07-16,Wedding,24500,12,12.11,Branch
APP001245,CUST005644,2023-02-01,Car Purchase,8000,48,18.76,Branch
APP001246,CUST005951,2024-08-08,Medical,10500,24,12.5,Broker
APP001247,CUST005177,2024-09-04,Other,49500,12,9.21,Online
APP001248,CUST001538,2023-01-19,Debt Consolidation,39500,24,10.71,Broker
APP001249,CUST001005,2023-12-01,Home Renovation,18500,36,21.56,Online
APP001250,CUST001212,2024-06-11,Travel,23000,48,11.27,Branch
APP001251,CUST000268,2023-11-25,Debt Consolidation,22500,24,10.33,Branch
APP001252,CUST003732,2023-11-17,Car Purchase,10000,24,8.64,Online
APP001253,CUST004146,2024-11-07,Debt Consolidation,14000,36,19.2,Branch
APP001254,CUST000823,2024-09-29,Other,16000,60,11.96,Broker
APP001255,CUST000096,2023-06-20,Wedding,26500,12,18.18,Branch
APP001256,CUST000462,2023-04-22,Wedding,25000,48,19.85,Branch
APP001257,CUST001139,2023-12-05,Wedding,38000,36,15.09,Broker
APP001258,CUST001060,2023-03-26,Debt Consolidation,19000,24,17.9,Broker
APP001259,CUST002079,2024-10-21,Car Purchase,27500,24,21.47,Branch
APP001260,CUST003653,2023-02-07,Debt Consolidation,25000,60,13.35,Online
APP001261,CUST004124,2024-10-21,Wedding,8500,60,11.56,Online
APP001262,CUST001439,2023-10-10,Debt Consolidation,12000,36,9.2,Broker
APP001263,CUST004350,2024-12-08,Debt Consolidation,38000,24,15.09,Broker
APP001264,CUST000202,2024-08-29,Travel,39500,60,14.21,Broker
APP001265,CUST002284,2023-10-05,Home Renovation,18500,60,22.39,Online
APP001266,CUST000798,2024-02-08,Home Renovation,3000,48,17.58,Broker
APP001267,CUST000857,2024-03-30,Wedding,21000,24,7.85,Broker
APP001268,CUST001397,2023-02-06,Car Purchase,12500,24,13.37,Broker
APP001269,CUST000300,2023-10-12,Home Renovation,18000,60,13.77,Branch
APP001270,CUST003554,2024-05-18,Car Purchase,13000,12,9.31,Online
APP001271,CUST003285,2024-04-11,Home Renovation,28000,48,21.16,Broker
APP001272,CUST005613,2024-07-11,Debt Consolidation,46000,12,9.43,Online
APP001273,CUST000480,2024-06-07,Debt Consolidation,3000,24,9.88,Broker
APP001274,CUST000896,2023-12-06,Debt Consolidation,22500,24,9.86,Branch
APP001275,CUST003921,2023-01-11,Home Renovation,15500,48,11.57,Branch
APP001276,CUST003914,2024-06-08,Car Purchase,10000,48,21.11,Broker
APP001277,CUST000224,2023-02-16,Medical,23500,36,19.8,Online
APP001278,CUST001510,2023-11-11,Home Renovation,42500,24,12.69,Branch
APP001279,CUST002321,2023-11-13,Home Renovation,38000,24,9.81,Online
APP001280,CUST000616,2024-12-01,Debt Consolidation,9000,60,18.06,Online
APP001281,CUST004260,2023-08-16,Home Renovation,15000,36,7.7,Branch
APP001282,CUST001564,2023-08-13,Home Renovation,36500,48,18.26,Broker
APP001283,CUST003814,2023-07-02,Wedding,8000,36,12.08,Online
APP001284,CUST005337,2023-10-07,Home Renovation,34000,12,11.49,Broker
APP001285,CUST003068,2024-11-01,Home Renovation,43500,24,14.67,Branch
APP001286,CUST003812,2024-09-03,Debt Consolidation,3000,60,19.17,Branch
APP001287,CUST003376,2024-07-03,Debt Consolidation,13500,36,16.66,Online
APP001288,CUST004441,2023-12-01,Travel,35500,36,19.38,Branch
APP001289,CUST005361,2023-12-21,Home Renovation,30500,24,9.78,Branch
APP001290,CUST000222,2024-08-28,Medical,5500,24,15.99,Online
APP001291,CUST000325,2023-09-02,Other,19500,24,19.04,Online
APP001292,CUST004016,2023-05-18,Debt Consolidation,47000,48,20.02,Online
APP001293,CUST004286,2023-01-12,Debt Consolidation,35500,60,11.19,Branch
APP001294,CUST000040,2024-09-03,Car Purchase,5500,48,16.46,Online
APP001295,CUST001864,2024-12-23,Car Purchase,40000,24,10.65,Branch
APP001296,CUST000374,2023-05-17,Wedding,29500,36,20.58,Branch
APP001297,CUST000928,2023-06-17,Car Purchase,17500,48,18.29,Broker
APP001298,CUST003533,2023-09-05,Debt Consolidation,30500,48,15.35,Online
APP001299,CUST005157,2023-07-12,Travel,35000,48,17.43,Online
APP001300,CUST001874,2023-06-06,Car Purchase,25500,48,22.13,Broker
APP001301,CUST004635,2023-05-15,Other,35500,24,8.88,Branch
APP001302,CUST003619,2023-04-19,Debt Consolidation,11000,36,15.52,Online
APP001303,CUST005996,2024-07-08,Travel,22500,48,10.98,Branch
APP001304,CUST002579,2024-06-21,Debt Consolidation,3500,24,14.51,Broker
APP001305,CUST000517,2023-02-06,Debt Consolidation,19000,36,11.01,Broker
APP001306,CUST003892,2024-06-16,Home Renovation,40000,24,13.95,Online
APP001307,CUST003669,2024-05-30,Car Purchase,43000,36,18.12,Broker
APP001308,CUST004852,2023-05-19,Other,25000,24,14.72,Broker
APP001309,CUST000580,2023-04-12,Car Purchase,13000,60,17.07,Branch
APP001310,CUST003086,2023-09-03,Wedding,21000,48,11.82,Broker
APP001311,CUST004317,2024-07-09,Debt Consolidation,32500,12,17.48,Online
APP001312,CUST001526,2024-09-20,Wedding,9000,12,10.36,Online
APP001313,CUST000781,2024-03-11,Debt Consolidation,15500,36,17.2,Online
APP001314,CUST002183,2024-01-03,Other,42000,48,10.41,Broker
APP001315,CUST001652,2024-11-24,Debt Consolidation,5000,12,12.48,Online
APP001316,CUST001108,2024-11-17,Travel,49000,60,22.24,Broker
APP001317,CUST004980,2023-08-18,Car Purchase,18500,24,15.85,Online
APP001318,CUST004623,2023-01-06,Wedding,16000,36,8.44,Online
APP001319,CUST004084,2024-02-17,Home Renovation,3000,60,15.0,Online
APP001320,CUST001323,2024-04-25,Car Purchase,11000,36,13.82,Branch
APP001321,CUST001724,2023-02-24,Other,40000,36,12.94,Online
APP001322,CUST000127,2024-05-11,Car Purchase,16000,48,8.8,Branch
APP001323,CUST001164,2023-08-29,Home Renovation,3000,48,12.48,Online
APP001324,CUST005744,2024-11-12,Medical,47000,48,21.77,Broker
APP001325,CUST000710,2024-06-25,Car Purchase,24500,24,17.0,Broker
APP001326,CUST004088,2023-01-25,Home Renovation,45000,24,9.49,Online
APP001327,CUST003464,2024-10-21,Car Purchase,26000,24,7.97,Online
APP001328,CUST001528,2024-02-26,Car Purchase,14000,36,21.89,Online
APP001329,CUST003235,2023-09-24,Car Purchase,21000,12,12.03,Online
APP001330,CUST003327,2024-07-24,Other,46000,36,15.25,Branch
APP001331,CUST004823,2023-02-02,Home Renovation,36500,48,18.77,Online
APP001332,CUST004343,2023-07-17,Home Renovation,29000,48,15.47,Branch
APP001333,CUST001965,2023-09-17,Debt Consolidation,48500,12,20.07,Online
APP001334,CUST001368,2024-04-13,Car Purchase,34500,24,11.56,Online
APP001335,CUST003768,2024-03-06,Debt Consolidation,29500,12,13.0,Online
APP001336,CUST003994,2024-09-22,Home Renovation,12500,60,22.28,Branch
APP001337,CUST000975,2024-04-02,Home Renovation,15000,48,20.8,Online
APP001338,CUST004371,2024-02-03,Travel,47000,24,20.43,Online
APP001339,CUST001385,2024-10-13,Home Renovation,34000,36,12.8,Online
APP001340,CUST004744,2024-05-07,Wedding,24500,24,15.06,Branch
APP001341,CUST000972,2023-07-02,Travel,23500,36,14.67,Branch
APP001342,CUST001712,2023-07-03,Home Renovation,27500,36,12.43,Branch
APP001343,CUST000076,2023-06-21,Car Purchase,9000,24,13.24,Branch
APP001344,CUST003300,2024-04-17,Car Purchase,21500,36,21.06,Online
APP001345,CUST004493,2023-04-15,Travel,4500,36,12.9,Broker
APP001346,CUST005338,2023-07-08,Debt Consolidation,10500,24,21.74,Branch
APP001347,CUST005837,2023-05-14,Car Purchase,49500,24,19.52,Online
APP001348,CUST000085,2023-11-25,Travel,41000,36,9.63,Branch
APP001349,CUST001890,2023-01-11,Travel,36500,24,10.14,Broker
APP001350,CUST001762,2023-04-05,Debt Consolidation,48500,48,8.06,Online
APP001351,CUST001991,2023-08-13,Car Purchase,8500,12,8.9,Online
APP001352,CUST001465,2023-12-10,Car Purchase,6000,36,21.87,Branch
APP001353,CUST002106,2023-03-17,Debt Consolidation,7500,60,16.09,Broker
APP001354,CUST002367,2023-11-01,Home Renovation,26000,60,16.34,Broker
APP001355,CUST000024,2024-07-26,Debt Consolidation,4500,36,8.96,Broker
APP001356,CUST003112,2023-08-05,Other,17000,24,8.99,Broker
APP001357,CUST004441,2024-01-20,Car Purchase,21000,36,19.17,Broker
APP001358,CUST003047,2024-11-19,Other,29500,48,15.65,Online
APP001359,CUST005660,2023-06-30,Debt Consolidation,30000,36,19.75,Online
APP001360,CUST000376,2023-02-15,Other,45000,36,20.34,Branch
APP001361,CUST003769,2024-12-10,Car Purchase,44500,60,10.44,Branch
APP001362,CUST000805,2024-03-20,Debt Consolidation,2000,24,13.64,Broker
APP001363,CUST000296,2024-12-05,Debt Consolidation,10500,60,13.67,Branch
APP001364,CUST000308,2024-06-24,Debt Consolidation,39500,36,13.02,Online
APP001365,CUST000794,2023-08-29,Debt Consolidation,23500,36,15.3,Branch
APP001366,CUST004229,2023-01-07,Debt Consolidation,46000,36,20.73,Branch
APP001367,CUST005133,2024-07-18,Medical,44500,48,19.61,Broker
APP001368,CUST003223,2024-04-12,Home Renovation,44000,36,9.87,Broker
APP001369,CUST004372,2023-05-16,Medical,22500,36,18.41,Branch
APP001370,CUST000664,2023-04-06,Debt Consolidation,16000,60,10.68,Branch
APP001371,CUST001009,2023-08-12,Travel,38000,36,13.52,Online
APP001372,CUST000160,2024-07-05,Wedding,25000,60,14.56,Branch
APP001373,CUST003406,2023-06-20,Debt Consolidation,12000,24,14.7,Broker
APP001374,CUST003940,2024-10-18,Car Purchase,44500,24,19.8,Broker
APP001375,CUST002887,2023-03-13,Debt Consolidation,24500,36,10.16,Online
APP001376,CUST004225,2024-07-01,Wedding,36500,60,20.85,Broker
APP001377,CUST000922,2024-11-01,Debt Consolidation,10000,48,12.99,Branch
APP001378,CUST005024,2023-03-09,Car Purchase,23000,12,15.35,Online
APP001379,CUST000078,2024-10-26,Wedding,10000,12,12.16,Online
APP001380,CUST004288,2023-04-21,Car Purchase,33500,48,10.9,Broker
APP001381,CUST001804,2024-02-03,Car Purchase,10000,36,14.86,Online
APP001382,CUST005187,2024-03-02,Wedding,48500,60,20.63,Branch
APP001383,CUST002062,2024-02-19,Wedding,2000,12,19.8,Online
APP001384,CUST004836,2023-05-02,Medical,18000,36,11.62,Online
APP001385,CUST000334,2023-04-13,Car Purchase,15000,48,21.94,Online
APP001386,CUST002693,2024-05-25,Debt Consolidation,27500,60,11.41,Broker
APP001387,CUST005178,2024-07-01,Wedding,22000,24,19.31,Online
APP001388,CUST005773,2024-10-07,Debt Consolidation,32000,60,8.34,Broker
APP001389,CUST000925,2023-09-11,Home Renovation,2500,36,15.8,Online
APP001390,CUST000655,2024-06-20,Car Purchase,39000,48,19.09,Online
APP001391,CUST003772,2023-08-29,Medical,44000,24,16.23,Branch
APP001392,CUST002983,2023-02-16,Travel,17000,36,10.12,Branch
APP001393,CUST004181,2023-12-05,Travel,4500,36,14.45,Online
APP001394,CUST001916,2024-01-03,Home Renovation,19500,24,11.31,Branch
APP001395,CUST000031,2023-08-06,Car Purchase,32000,60,14.75,Broker
APP001396,CUST005264,2024-04-11,Debt Consolidation,13500,60,17.2,Online
APP001397,CUST000880,2024-08-15,Home Renovation,19000,60,17.3,Online
APP001398,CUST005727,2024-01-29,Debt Consolidation,5500,48,17.38,Online
APP001399,CUST002140,2024-03-01,Other,35000,60,15.24,Online
APP001400,CUST004290,2024-01-14,Car Purchase,31000,60,10.97,Online
APP001401,CUST002892,2023-06-27,Debt Consolidation,47500,48,10.2,Branch
APP001402,CUST003483,2023-09-27,Medical,10500,36,8.73,Online
APP001403,CUST001887,2023-05-17,Debt Consolidation,43500,48,21.31,Online
APP001404,CUST002164,2024-11-25,Car Purchase,36000,24,16.51,Online
APP001405,CUST002845,2023-08-24,Debt Consolidation,14000,60,21.98,Online
APP001406,CUST004395,2023-12-31,Car Purchase,3500,36,13.89,Broker
APP001407,CUST001277,2023-06-09,Car Purchase,12500,24,16.0,Broker
APP001408,CUST000850,2024-02-12,Travel,16500,48,14.53,Online
APP001409,CUST003045,2023-01-02,Wedding,6500,60,17.31,Branch
APP001410,CUST002827,2024-09-19,Travel,38500,36,8.84,Online
APP001411,CUST004001,2023-10-10,Debt Consolidation,50000,12,18.89,Online
APP001412,CUST005384,2024-04-03,Medical,35500,36,10.65,Branch
APP001413,CUST004579,2023-03-24,Car Purchase,6500,60,8.03,Broker
APP001414,CUST003122,2024-01-31,Car Purchase,19500,48,12.49,Branch
APP001415,CUST004405,2024-12-16,Home Renovation,35500,60,20.46,Broker
APP001416,CUST003270,2023-07-08,Debt Consolidation,17500,12,19.31,Broker
APP001417,CUST005290,2023-04-19,Car Purchase,47000,36,12.33,Online
APP001418,CUST005824,2024-05-19,Debt Consolidation,11000,48,13.01,Online
APP001419,CUST003033,2023-04-16,Car Purchase,47500,48,18.11,Broker
APP001420,CUST004319,2024-06-19,Debt Consolidation,5500,48,18.58,Online
APP001421,CUST003991,2024-01-29,Travel,43500,36,9.89,Branch
APP001422,CUST000584,2023-10-11,Home Renovation,28500,24,15.9,Online
APP001423,CUST005492,2024-07-18,Car Purchase,32500,24,11.64,Broker
APP001424,CUST001816,2024-06-02,Car Purchase,8000,24,8.36,Branch
APP001425,CUST001553,2023-01-06,Car Purchase,7000,48,21.09,Branch
APP001426,CUST001976,2023-09-17,Home Renovation,40500,12,16.09,Online
APP001427,CUST003269,2023-08-05,Debt Consolidation,30500,48,8.38,Online
APP001428,CUST005128,2024-11-05,Debt Consolidation,3000,12,13.75,Branch
APP001429,CUST004082,2023-06-16,Debt Consolidation,19000,48,16.64,Branch
APP001430,CUST003625,2023-10-09,Other,49500,24,10.73,Online
APP001431,CUST005708,2024-02-11,Home Renovation,37000,12,12.78,Branch
APP001432,CUST002699,2023-11-18,Wedding,48500,36,14.91,Online
APP001433,CUST001477,2024-11-06,Car Purchase,37000,24,17.98,Branch
APP001434,CUST005728,2023-10-03,Car Purchase,22000,60,15.71,Online
APP001435,CUST001408,2023-06-12,Debt Consolidation,48500,24,10.05,Broker
APP001436,CUST001192,2023-09-08,Travel,22500,24,11.24,Online
APP001437,CUST002867,2024-12-04,Debt Consolidation,4500,24,14.47,Branch
APP001438,CUST002853,2024-11-04,Travel,23000,12,8.07,Online
APP001439,CUST005039,2023-08-06,Wedding,47500,24,13.85,Online
APP001440,CUST004252,2023-04-24,Car Purchase,9500,36,19.86,Branch
APP001441,CUST000195,2024-04-26,Wedding,29500,12,20.26,Online
APP001442,CUST002805,2024-11-27,Debt Consolidation,4000,36,8.21,Branch
APP001443,CUST003420,2024-07-04,Car Purchase,28000,48,11.66,Branch
APP001444,CUST004933,2024-04-09,Car Purchase,23500,12,18.46,Online
APP001445,CUST004645,2024-10-06,Debt Consolidation,45000,48,19.95,Online
APP001446,CUST005905,2024-05-06,Debt Consolidation,32000,36,16.96,Online
APP001447,CUST003816,2023-08-29,Wedding,8500,60,16.25,Broker
APP001448,CUST005152,2024-06-26,Car Purchase,22000,24,8.13,Broker
APP001449,CUST005521,2024-06-02,Travel,16000,24,15.88,Online
APP001450,CUST005780,2023-10-12,Car Purchase,5500,48,8.55,Online
APP001451,CUST004787,2024-11-18,Debt Consolidation,26500,36,11.73,Online
APP001452,CUST002322,2024-07-12,Debt Consolidation,43500,36,18.05,Online
APP001453,CUST004708,2024-03-14,Car Purchase,45500,48,8.66,Online
APP001454,CUST004453,2023-06-22,Medical,7500,36,9.48,Broker
APP001455,CUST005272,2024-11-30,Medical,5500,36,16.38,Branch
APP001456,CUST005186,2024-09-03,Home Renovation,29000,24,9.33,Online
APP001457,CUST005696,2023-04-02,Car Purchase,8500,60,21.86,Online
APP001458,CUST000738,2023-03-13,Debt Consolidation,24000,36,20.6,Online
APP001459,CUST002324,2024-07-30,Debt Consolidation,43000,60,14.37,Online
APP001460,CUST002196,2023-12-12,Debt Consolidation,16500,36,10.3,Online
APP001461,CUST000831,2024-11-26,Medical,23000,60,14.87,Online
APP001462,CUST003735,2024-11-23,Debt Consolidation,13000,60,15.55,Online
APP001463,CUST002972,2024-10-23,Debt Consolidation,38000,24,9.91,Online
APP001464,CUST000058,2024-08-28,Debt Consolidation,29500,48,10.03,Broker
APP001465,CUST002929,2023-12-16,Other,41500,60,10.28,Online
APP001466,CUST003061,2024-04-25,Home Renovation,18000,48,17.6,Broker
APP001467,CUST001483,2024-06-18,Debt Consolidation,32000,12,11.04,Online
APP001468,CUST000563,2024-11-09,Car Purchase,41500,24,17.08,Online
APP001469,CUST004416,2023-06-30,Other,40000,60,9.06,Branch
APP001470,CUST000937,2024-08-02,Home Renovation,27000,36,18.03,Online
APP001471,CUST002434,2024-07-21,Home Renovation,2500,36,15.83,Branch
APP001472,CUST002223,2024-07-06,Debt Consolidation,35500,48,12.11,Online
APP001473,CUST000968,2024-01-11,Other,21000,60,8.03,Online
APP001474,CUST003909,2024-08-16,Car Purchase,34500,24,20.69,Branch
APP001475,CUST000174,2023-02-01,Car Purchase,42000,12,17.28,Broker
APP001476,CUST000615,2024-08-13,Car Purchase,13000,24,22.17,Online
APP001477,CUST004832,2023-02-04,Home Renovation,3000,60,8.82,Broker
APP001478,CUST001244,2024-04-29,Medical,41000,48,14.18,Broker
APP001479,CUST003947,2024-08-25,Wedding,47500,24,7.65,Online
APP001480,CUST003318,2023-07-18,Wedding,42500,36,20.25,Online
APP001481,CUST001757,2023-03-02,Wedding,29000,60,20.09,Broker
APP001482,CUST001675,2023-08-28,Car Purchase,10000,24,16.17,Broker
APP001483,CUST005378,2024-07-03,Debt Consolidation,37000,48,9.35,Online
APP001484,CUST003635,2023-04-19,Debt Consolidation,21500,48,21.16,Broker
APP001485,CUST002230,2024-07-27,Car Purchase,20000,48,12.07,Online
APP001486,CUST000952,2024-06-14,Home Renovation,9500,24,15.72,Broker
APP001487,CUST003588,2023-10-25,Debt Consolidation,16500,24,8.31,Online
APP001488,CUST003672,2023-09-02,Wedding,28000,48,14.53,Broker
APP001489,CUST001327,2024-07-09,Home Renovation,27000,60,19.45,Online
APP001490,CUST004496,2023-01-02,Wedding,30500,48,20.57,Branch
APP001491,CUST001925,2023-10-20,Debt Consolidation,43000,12,9.55,Branch
APP001492,CUST001265,2023-08-23,Debt Consolidation,8500,36,20.52,Branch
APP001493,CUST005862,2024-08-27,Debt Consolidation,23000,36,7.54,Online
APP001494,CUST005175,2024-10-14,Medical,38000,24,13.48,Branch
APP001495,CUST005322,2024-11-30,Wedding,4500,36,16.31,Branch
APP001496,CUST005519,2024-12-10,Home Renovation,15000,48,13.04,Online
APP001497,CUST002649,2024-05-21,Debt Consolidation,7000,24,14.56,Online
APP001498,CUST001843,2024-09-20,Debt Consolidation,47000,60,11.34,Online
APP001499,CUST001516,2024-04-06,Debt Consolidation,25000,12,18.33,Online
APP001500,CUST002061,2023-08-26,Wedding,4500,36,19.48,Broker
APP001501,CUST001718,2024-12-04,Debt Consolidation,41000,24,12.84,Online
APP001502,CUST004367,2024-04-19,Car Purchase,47500,60,8.83,Broker
APP001503,CUST001112,2024-01-28,Debt Consolidation,35000,48,11.0,Online
APP001504,CUST002988,2024-09-24,Debt Consolidation,4000,36,14.26,Online
APP001505,CUST000334,2024-01-27,Home Renovation,39500,36,12.8,Broker
APP001506,CUST005448,2023-03-21,Debt Consolidation,22000,36,9.68,Online
APP001507,CUST005420,2023-06-22,Wedding,9000,24,10.59,Branch
APP001508,CUST001233,2023-06-28,Home Renovation,26500,12,7.67,Online
APP001509,CUST004392,2024-10-16,Travel,14000,48,20.16,Branch
APP001510,CUST004637,2023-02-03,Debt Consolidation,38500,60,21.75,Branch
APP001511,CUST000231,2023-06-06,Medical,15000,36,8.86,Broker
APP001512,CUST005975,2024-06-27,Car Purchase,45500,48,20.14,Online
APP001513,CUST004231,2023-10-19,Car Purchase,34500,48,17.14,Online
APP001514,CUST003570,2023-08-06,Wedding,2500,60,15.17,Branch
APP001515,CUST005793,2024-02-08,Car Purchase,46500,24,12.69,Online
APP001516,CUST000228,2023-10-26,Debt Consolidation,21000,48,14.77,Broker
APP001517,CUST005372,2023-12-31,Travel,23000,48,20.0,Online
APP001518,CUST000841,2024-01-31,Wedding,8000,48,11.43,Broker
APP001519,CUST002192,2023-05-13,Debt Consolidation,13000,60,10.9,Broker
APP001520,CUST005718,2023-06-11,Car Purchase,6500,24,14.51,Broker
APP001521,CUST001851,2024-05-20,Wedding,11500,36,21.12,Online
APP001522,CUST005229,2024-11-29,Other,28500,36,16.41,Online
APP001523,CUST001024,2023-04-13,Home Renovation,4500,36,18.48,Broker
APP001524,CUST000028,2024-05-20,Car Purchase,48000,12,18.97,Branch
APP001525,CUST003339,2023-07-27,Car Purchase,36500,24,18.98,Broker
APP001526,CUST004571,2023-08-12,Travel,6000,36,12.5,Online
APP001527,CUST004549,2023-11-30,Debt Consolidation,14500,24,16.84,Branch
APP001528,CUST004879,2023-02-04,Medical,39000,36,13.63,Online
APP001529,CUST005510,2024-06-28,Travel,14500,48,13.68,Broker
APP001530,CUST005031,2023-11-08,Car Purchase,42000,60,14.02,Online
APP001531,CUST005570,2023-02-12,Other,37000,24,20.04,Broker
APP001532,CUST000763,2024-05-21,Debt Consolidation,28500,48,10.39,Broker
APP001533,CUST000022,2023-09-14,Other,5500,48,15.73,Broker
APP001534,CUST002284,2024-09-24,Car Purchase,20000,60,16.49,Branch
APP001535,CUST002944,2024-04-21,Car Purchase,47000,48,14.09,Branch
APP001536,CUST000048,2023-08-24,Travel,35000,60,9.59,Branch
APP001537,CUST004471,2024-10-17,Medical,26500,48,10.06,Branch
APP001538,CUST001572,2024-03-26,Car Purchase,7000,60,16.82,Online
APP001539,CUST005768,2023-03-30,Debt Consolidation,42500,60,13.25,Online
APP001540,CUST003706,2024-09-07,Medical,31000,24,16.6,Online
APP001541,CUST001638,2024-09-15,Debt Consolidation,25500,36,8.33,Broker
APP001542,CUST005487,2023-02-20,Wedding,41500,36,22.02,Online
APP001543,CUST004682,2023-01-30,Car Purchase,25500,12,18.4,Online
APP001544,CUST001555,2023-10-08,Debt Consolidation,12500,36,20.02,Online
APP001545,CUST005766,2023-04-10,Home Renovation,29000,12,15.87,Branch
APP001546,CUST002779,2023-02-01,Car Purchase,39500,48,9.26,Online
APP001547,CUST004123,2024-11-03,Medical,46500,60,18.4,Broker
APP001548,CUST000804,2023-07-18,Car Purchase,28000,24,15.89,Online
APP001549,CUST001911,2023-10-10,Debt Consolidation,30000,60,8.24,Online
APP001550,CUST005083,2023-11-13,Home Renovation,41500,24,14.02,Broker
APP001551,CUST004923,2023-03-24,Car Purchase,36500,24,12.06,Broker
APP001552,CUST002337,2024-10-31,Wedding,9500,12,17.13,Broker
APP001553,CUST004552,2024-03-18,Car Purchase,32000,12,10.37,Broker
APP001554,CUST004290,2024-04-17,Wedding,40000,24,15.12,Online
APP001555,CUST004870,2023-06-29,Car Purchase,41000,36,16.61,Online
APP001556,CUST005096,2024-07-17,Travel,26500,60,20.78,Branch
APP001557,CUST000544,2024-04-01,Debt Consolidation,41000,24,17.68,Online
APP001558,CUST001293,2023-02-12,Wedding,41000,24,12.39,Online
APP001559,CUST001150,2023-04-17,Home Renovation,20000,36,17.21,Broker
APP001560,CUST002901,2024-11-19,Wedding,12000,48,19.09,Broker
APP001561,CUST002954,2024-07-29,Car Purchase,22500,12,9.68,Online
APP001562,CUST003022,2023-12-16,Travel,35000,36,21.98,Branch
APP001563,CUST001536,2023-07-09,Debt Consolidation,41500,24,10.34,Online
APP001564,CUST004089,2023-07-18,Debt Consolidation,38500,36,10.32,Online
APP001565,CUST002716,2024-12-26,Debt Consolidation,44000,60,19.99,Online
APP001566,CUST003104,2023-09-27,Car Purchase,34500,24,12.35,Broker
APP001567,CUST000493,2023-04-03,Debt Consolidation,10000,60,19.37,Online
APP001568,CUST002544,2024-10-25,Car Purchase,33000,48,8.34,Online
APP001569,CUST002085,2023-05-09,Car Purchase,18500,36,11.91,Broker
APP001570,CUST003612,2024-04-03,Home Renovation,10000,60,8.0,Online
APP001571,CUST001639,2024-08-05,Debt Consolidation,38500,24,15.01,Online
APP001572,CUST000245,2024-12-18,Debt Consolidation,6000,48,9.21,Online
APP001573,CUST001670,2023-12-17,Debt Consolidation,11000,36,15.41,Broker
APP001574,CUST000633,2024-11-29,Travel,24500,36,8.89,Branch
APP001575,CUST002419,2023-05-16,Medical,10000,12,19.94,Online
APP001576,CUST003683,2024-01-08,Car Purchase,48500,48,9.82,Broker
APP001577,CUST004065,2024-02-18,Travel,22000,60,20.55,Online
APP001578,CUST001507,2023-07-28,Debt Consolidation,12500,36,18.69,Broker
APP001579,CUST005632,2024-11-10,Car Purchase,27500,12,17.92,Online
APP001580,CUST004913,2024-04-18,Home Renovation,14500,48,12.87,Online
APP001581,CUST001304,2024-12-13,Debt Consolidation,47000,48,8.77,Branch
APP001582,CUST005167,2023-02-17,Debt Consolidation,26500,24,15.79,Broker
APP001583,CUST000150,2023-07-29,Car Purchase,32500,24,21.16,Online
APP001584,CUST003281,2023-02-15,Other,3000,36,18.73,Branch
APP001585,CUST002299,2023-03-27,Debt Consolidation,39000,36,12.16,Online
APP001586,CUST003899,2023-03-15,Car Purchase,17000,60,9.08,Online
APP001587,CUST004258,2024-03-07,Debt Consolidation,38500,24,13.19,Branch
APP001588,CUST005020,2023-12-09,Debt Consolidation,7000,48,16.01,Online
APP001589,CUST004259,2023-08-11,Car Purchase,35500,48,8.82,Branch
APP001590,CUST004315,2023-12-03,Car Purchase,33500,48,8.62,Broker
APP001591,CUST002087,2024-11-06,Wedding,40500,60,13.45,Broker
APP001592,CUST005849,2024-06-13,Home Renovation,14000,36,17.81,Branch
APP001593,CUST000976,2024-07-08,Debt Consolidation,9500,12,19.68,Broker
APP001594,CUST001664,2023-04-03,Medical,40500,36,18.54,Online
APP001595,CUST001261,2024-05-03,Debt Consolidation,19500,36,9.17,Broker
