application_id,bureau_credit_score,enquiries_last_6m,active_credit_accounts,defaults_on_file,months_since_last_delinquency,total_existing_debt,credit_utilization_pct,credit_file_age_months
APP001877,801,1,7,0,,0.0,55.9,71
APP001878,695,3,4,0,,15940.64,56.3,199
APP001879,753,1,4,0,,10712.55,39.8,107
APP001880,767,3,4,0,,4150.09,88.4,85
APP001881,586,4,8,0,,20382.63,52.3,29
APP001882,736,4,5,0,,0.0,40.1,87
APP001883,675,0,1,0,,36016.48,55.2,116
APP001884,819,1,5,0,,5213.71,25.4,103
APP001885,506,4,1,1,28.0,31138.38,59.5,4
APP001886,661,2,7,0,,12425.96,29.4,93
APP001887,715,3,8,0,,0.0,7.5,39
APP001888,660,4,1,0,,28668.68,67.2,114
APP001889,695,1,6,1,11.0,28111.71,45.9,110
APP001890,671,4,3,0,,33517.78,67.1,90
APP001891,749,0,4,0,,2515.88,56.0,64
APP001892,492,5,6,2,26.0,25828.84,100.0,106
APP001893,658,1,5,0,,2039.65,45.5,47
APP001894,735,2,2,0,,13176.21,30.1,68
APP001895,742,1,2,0,,7124.92,6.2,68
APP001896,790,0,5,0,,3417.5,26.6,84
APP001897,776,2,7,0,,15726.0,0.0,3
APP001898,599,2,4,0,,13871.61,44.5,145
APP001899,820,5,5,0,,12804.97,39.3,144
APP001900,664,2,4,0,,8610.12,46.0,63
APP001901,570,2,2,0,,41750.68,55.4,180
APP001902,583,5,4,0,,33662.28,93.6,62
APP001903,698,1,4,0,,25963.44,42.7,109
APP001904,663,2,2,0,,15582.12,34.3,102
APP001905,743,1,3,0,,7347.88,82.2,152
APP001906,687,3,0,0,,20742.54,77.1,70
APP001907,629,1,5,0,,16053.38,40.4,137
APP001908,755,0,3,0,,15837.96,39.9,80
APP001909,601,2,1,0,,26284.09,100.0,133
APP001910,640,4,1,0,,27338.97,74.8,108
APP001911,659,6,2,0,,24145.61,71.1,91
APP001912,656,3,3,0,,6382.59,19.7,76
APP001913,846,2,10,0,,4225.24,1.0,114
APP001914,644,2,0,0,,33466.34,72.5,19
APP001915,774,1,2,0,,19669.13,49.6,21
APP001916,764,1,4,0,,3977.79,75.1,3
APP001917,775,1,6,0,,702.87,28.5,114
APP001918,783,1,3,0,,1987.36,32.2,157
APP001919,607,2,5,0,,8597.66,42.6,55
APP001920,605,3,3,0,,16475.99,60.8,67
APP001921,598,5,0,0,,28941.2,59.4,44
APP001922,770,8,4,0,,23283.43,36.7,34
APP001923,802,2,4,0,,0.0,0.0,65
APP001924,676,0,2,0,,7369.16,9.4,83
APP001925,773,1,5,0,,5752.13,0.0,35
APP001926,605,2,0,0,,18957.73,59.1,106
APP001927,662,4,3,0,,24272.4,43.4,77
APP001928,672,1,3,0,,4658.74,17.0,126
APP001929,808,2,1,0,,7107.39,46.3,107
APP001930,591,2,3,0,,19652.09,78.6,98
APP001931,695,2,5,0,,23847.2,43.0,77
APP001932,733,1,1,0,,19900.36,39.9,157
APP001933,596,2,1,0,,20155.89,46.0,65
APP001934,778,5,8,0,,13042.16,15.2,177
APP001935,639,3,2,0,,10073.52,80.8,91
APP001936,561,4,6,1,10.0,38072.99,57.9,153
APP001937,468,6,3,0,,13749.35,31.8,60
APP001938,759,0,1,0,,1228.33,24.1,129
APP001939,630,0,2,0,,21534.05,36.5,3
APP001940,708,0,6,0,,23912.3,74.7,133
APP001941,741,2,3,0,,22071.3,21.3,90
APP001942,864,2,6,0,,0.0,0.0,91
APP001943,771,1,5,0,,3621.33,40.8,208
APP001944,878,2,4,0,,0.0,31.5,3
APP001945,555,5,1,3,1.0,46001.54,98.1,116
APP001946,719,3,2,0,,3699.42,96.9,47
APP001947,586,4,2,1,1.0,20279.77,42.7,93
APP001948,694,1,1,0,,25302.92,29.5,117
APP001949,616,1,1,1,17.0,10435.06,44.3,39
APP001950,627,2,2,1,1.0,20497.11,51.4,113
APP001951,732,1,2,0,,27236.01,58.5,105
APP001952,535,2,1,1,7.0,42479.91,57.2,3
APP001953,669,3,2,1,1.0,38336.94,72.4,21
APP001954,627,2,2,2,45.0,35577.63,52.1,180
APP001955,631,3,3,0,,29261.42,52.0,107
APP001956,610,7,2,2,21.0,22586.47,59.8,176
APP001957,626,0,10,0,,16733.47,45.7,108
APP001958,783,1,2,0,,4080.52,53.6,118
APP001959,769,3,4,0,,25572.25,65.5,83
APP001960,759,1,7,0,,0.0,21.3,100
APP001961,705,4,3,1,10.0,31487.01,62.2,38
APP001962,652,2,2,0,,16165.54,56.1,121
APP001963,900,3,8,0,,10303.9,10.8,97
APP001964,689,3,4,0,,17153.17,45.2,78
APP001965,783,1,3,0,,11683.91,0.0,165
APP001966,609,0,4,0,,20697.72,34.8,159
APP001967,675,4,1,1,57.0,26502.71,65.4,90
APP001968,735,2,4,0,,3930.82,0.0,4
APP001969,677,1,1,0,,3851.7,0.0,136
APP001970,542,1,2,4,25.0,37556.93,58.3,175
APP001971,900,1,4,0,,6743.93,0.0,139
APP001972,900,1,6,0,,0.0,25.0,97
APP001973,639,0,6,0,,24765.93,23.8,136
APP001974,706,1,4,0,,23744.31,35.2,7
APP001975,729,0,4,0,,0.0,40.7,102
APP001976,590,4,1,1,19.0,28742.18,36.4,25
APP001977,469,8,0,4,28.0,47345.14,100.0,93
APP001978,835,2,3,0,,6856.31,8.4,89
APP001979,545,8,2,0,,31337.38,29.7,40
APP001980,631,1,4,0,,0.0,29.3,124
APP001981,717,0,3,0,,27380.24,29.1,60
APP001982,599,2,2,0,,18997.02,89.0,39
APP001983,599,2,3,0,,28958.5,38.2,111
APP001984,569,7,4,0,,8191.02,40.9,208
APP001985,821,2,1,0,,18261.11,36.6,137
APP001986,788,4,7,0,,33848.19,69.5,43
APP001987,645,2,4,0,,24111.49,76.2,52
APP001988,691,0,3,0,,21688.21,80.1,48
APP001989,668,2,6,0,,9045.94,80.8,86
APP001990,769,0,3,0,,17757.69,0.0,106
APP001991,781,0,3,0,,19365.06,0.0,132
APP001992,601,1,2,0,,34048.02,0.0,52
APP001993,650,4,3,0,,28156.79,61.6,69
APP001994,762,2,4,0,,14948.2,12.3,102
APP001995,713,1,4,0,,9357.15,0.0,60
APP001996,687,2,3,0,,24024.99,33.5,86
APP001997,694,2,1,0,,15394.15,45.2,134
APP001998,571,1,6,0,,24017.47,27.4,83
APP001999,641,0,3,0,,19130.09,26.5,49
APP002000,765,1,7,0,,0.0,16.6,92
APP002001,784,0,4,0,,14855.09,0.0,104
APP002002,619,2,2,0,,3622.08,56.3,143
APP002003,900,1,5,0,,0.0,0.9,98
APP002004,705,3,4,0,,26566.04,31.3,166
APP002005,744,3,3,0,,21211.37,0.0,102
APP002006,666,1,3,0,,6826.68,59.8,91
APP002007,872,2,7,0,,0.0,15.3,186
APP002008,647,0,1,0,,854.94,0.0,121
APP002009,828,1,4,0,,10047.59,32.0,126
APP002010,630,1,1,0,,30457.74,31.0,122
APP002011,840,0,4,0,,0.0,0.0,224
APP002012,664,1,1,0,,7004.0,21.1,85
APP002013,660,1,2,0,,12087.29,23.0,70
APP002014,628,1,3,0,,20251.43,42.6,101
APP002015,814,1,2,0,,12184.7,11.3,120
APP002016,665,4,4,1,18.0,26026.0,69.5,165
APP002017,672,1,6,0,,0.0,65.2,114
APP002018,854,2,6,0,,0.0,0.0,61
APP002019,678,3,0,0,,11702.46,42.3,100
APP002020,716,1,5,0,,8616.35,26.9,106
APP002021,679,2,2,0,,8797.6,100.0,59
APP002022,698,5,6,0,,33599.43,78.5,177
APP002023,745,7,4,1,23.0,26810.8,78.2,58
APP002024,754,0,2,0,,22858.02,36.0,204
APP002025,752,1,2,0,,11019.17,26.9,51
APP002026,729,1,5,0,,15712.81,37.2,128
APP002027,633,5,2,1,5.0,17123.27,78.3,79
APP002028,725,1,1,0,,0.0,21.4,98
APP002029,639,1,1,0,,14272.05,55.3,67
APP002030,757,4,3,0,,11731.75,32.4,102
APP002031,835,3,7,0,,0.0,19.4,81
APP002032,650,2,0,0,,0.0,36.3,109
APP002033,715,1,3,0,,12089.8,57.8,66
APP002034,678,0,2,0,,14435.61,80.9,98
APP002035,712,2,3,0,,1483.74,9.9,191
APP002036,693,0,3,0,,2611.74,29.0,182
APP002037,613,2,2,0,,18333.34,41.9,68
APP002038,756,4,3,0,,0.0,68.4,207
APP002039,685,2,2,0,,21435.98,74.2,114
APP002040,792,0,2,0,,18310.14,59.2,171
APP002041,680,1,4,0,,11162.82,28.2,39
APP002042,678,0,5,0,,0.0,23.9,93
APP002043,528,3,1,1,22.0,47426.85,66.9,70
APP002044,763,2,2,0,,14126.0,41.0,104
APP002045,794,0,3,0,,0.0,6.5,69
APP002046,654,2,6,0,,40974.81,42.6,151
APP002047,808,2,12,0,,0.0,55.2,131
APP002048,656,7,0,4,53.0,36215.01,85.5,25
APP002049,702,1,4,0,,9665.15,23.5,3
APP002050,626,3,2,0,,20681.89,48.2,119
APP002051,620,3,4,0,,23991.61,61.3,90
APP002052,797,1,6,0,,0.0,0.0,164
APP002053,695,3,5,0,,9996.09,57.4,131
APP002054,662,1,7,0,,25800.03,32.0,125
APP002055,709,2,3,0,,7837.66,56.1,20
APP002056,783,1,1,0,,28804.7,54.0,177
APP002057,649,4,4,1,37.0,8041.24,24.6,118
APP002058,563,6,4,1,5.0,8420.92,58.1,50
APP002059,733,0,3,0,,19375.57,31.1,52
APP002060,732,1,3,0,,14879.37,16.8,92
APP002061,620,1,4,0,,0.0,43.7,159
APP002062,747,1,2,0,,11546.73,23.5,117
APP002063,638,1,0,1,39.0,7590.89,48.4,124
APP002064,670,0,1,0,,33769.87,28.1,108
APP002065,614,2,2,1,10.0,27401.27,83.6,3
APP002066,659,2,2,0,,26533.7,53.9,15
APP002067,702,0,5,0,,741.17,48.4,3
APP002068,570,3,7,0,,24830.18,33.0,130
APP002069,631,2,4,0,,5787.24,55.1,128
APP002070,653,1,5,0,,0.0,16.6,141
APP002071,658,1,2,0,,16141.52,56.9,71
APP002072,662,2,6,0,,20050.28,20.1,45
APP002073,575,0,2,1,13.0,19396.59,55.4,90
APP002074,609,3,6,2,35.0,16162.93,47.9,123
APP002075,588,6,2,2,120.0,40668.11,83.6,93
APP002076,701,2,1,3,47.0,25033.85,57.7,124
APP002077,531,0,3,0,,7862.01,71.8,106
APP002078,625,9,4,3,5.0,16037.9,89.7,98
APP002079,788,0,1,0,,736.51,0.0,26
APP002080,771,0,8,0,,19158.4,17.6,110
APP002081,716,2,3,0,,15440.74,12.0,107
APP002082,763,1,4,0,,9172.64,14.8,128
APP002083,684,2,0,0,,7179.67,36.2,53
APP002084,601,4,1,0,,22014.1,72.1,113
APP002085,776,1,2,0,,15816.28,50.6,104
APP002086,820,0,5,0,,0.0,17.9,52
APP002087,711,2,3,0,,4945.11,49.7,94
APP002088,696,2,2,0,,11072.23,49.5,85
APP002089,822,4,1,0,,0.0,10.2,78
APP002090,674,1,3,0,,18900.45,32.8,91
APP002091,693,4,3,0,,13428.7,57.7,74
APP002092,734,2,3,0,,582.07,47.0,57
APP002093,664,1,3,0,,23694.89,0.0,114
APP002094,690,0,4,0,,6551.28,3.5,66
APP002095,754,3,3,0,,29129.48,69.8,112
APP002096,779,0,4,0,,10059.52,22.9,208
APP002097,667,2,3,0,,10870.06,24.9,150
APP002098,648,2,1,0,,14490.9,78.5,88
APP002099,783,0,6,0,,5331.53,43.1,63
APP002100,706,1,3,0,,22005.66,33.2,68
APP002101,749,0,2,0,,19058.71,31.9,112
APP002102,634,2,3,0,,19451.95,43.7,36
APP002103,612,3,3,1,16.0,28530.79,100.0,94
APP002104,732,1,3,0,,0.0,40.1,76
APP002105,610,4,3,0,,28147.67,54.9,130
APP002106,734,1,2,1,6.0,23767.02,80.6,93
APP002107,600,1,4,1,20.0,27210.42,88.6,34
APP002108,716,1,3,0,,29484.55,45.9,5
APP002109,675,2,7,0,,3026.55,53.1,152
APP002110,710,2,3,0,,26598.82,8.7,38
APP002111,650,2,5,0,,0.0,49.0,71
APP002112,720,1,4,0,,680.65,9.4,190
APP002113,806,0,3,0,,2058.92,59.8,38
APP002114,605,1,3,0,,20649.4,55.2,137
APP002115,792,2,3,0,,4764.48,35.3,136
APP002116,658,4,2,0,,32472.79,21.3,39
APP002117,672,1,1,0,,20376.15,70.0,117
APP002118,660,4,4,0,,10490.41,56.3,36
APP002119,794,1,6,0,,12988.69,40.1,90
APP002120,564,2,3,0,,16322.02,53.0,52
APP002121,754,0,0,0,,1149.06,16.4,131
APP002122,784,2,10,0,,2918.91,14.9,173
APP002123,546,2,2,2,1.0,27802.31,53.1,3
APP002124,709,2,3,0,,5640.56,28.7,60
APP002125,672,2,3,0,,19113.86,91.9,180
APP002126,671,4,4,1,12.0,33445.95,74.6,52
APP002127,702,2,3,0,,23069.44,62.7,94
APP002128,722,1,7,0,,6310.38,62.8,158
APP002129,443,6,1,4,18.0,42557.98,100.0,70
APP002130,534,1,3,2,25.0,34418.66,64.3,83
APP002131,607,5,1,2,1.0,36220.54,32.2,41
APP002132,871,2,3,0,,1104.96,37.8,122
APP002133,588,3,6,0,,45481.24,65.4,70
APP002134,554,1,5,0,,9540.16,57.2,92
APP002135,667,1,4,0,,32590.36,61.9,90
APP002136,708,0,5,0,,10393.01,59.3,74
APP002137,639,1,5,0,,0.0,32.8,129
APP002138,775,1,4,0,,7246.7,7.3,93
APP002139,634,2,3,1,14.0,30600.52,80.1,3
APP002140,621,1,1,0,,37499.87,40.4,66
APP002141,892,1,4,0,,0.0,46.6,88
APP002142,776,1,4,0,,2554.01,49.3,107
APP002143,589,1,2,0,,24362.23,51.6,172
APP002144,900,1,6,0,,11359.95,61.1,52
APP002145,682,1,4,1,8.0,16007.59,69.7,134
APP002146,730,1,1,0,,4809.79,19.9,87
APP002147,652,1,4,0,,7491.08,41.8,76
APP002148,665,4,2,0,,27270.6,60.0,54
APP002149,638,4,0,0,,19076.22,25.5,86
APP002150,803,2,3,0,,469.07,30.2,194
APP002151,773,1,3,0,,8817.54,60.0,86
APP002152,829,0,6,0,,15290.84,0.0,57
APP002153,756,3,3,0,,0.0,34.6,16
APP002154,802,1,1,0,,0.0,13.8,144
APP002155,736,3,4,0,,6081.36,35.5,85
APP002156,678,0,5,0,,18153.08,47.0,100
APP002157,741,1,2,0,,27560.2,50.8,103
APP002158,851,2,2,0,,534.23,36.0,159
APP002159,623,1,1,0,,26100.87,48.0,77
APP002160,511,5,1,1,17.0,49897.13,90.0,134
APP002161,805,3,3,0,,5070.95,51.1,55
APP002162,628,1,3,0,,14403.2,40.1,79
APP002163,639,2,3,0,,27868.3,65.9,220
APP002164,648,0,0,0,,25599.43,39.5,70
APP002165,715,2,4,0,,16392.69,32.8,80
APP002166,643,3,2,0,,26364.34,24.8,67
APP002167,723,1,6,0,,11964.96,72.7,75
APP002168,617,0,0,0,,22573.29,53.0,124
APP002169,692,2,5,0,,6641.87,71.5,63
APP002170,726,1,0,0,,12019.44,51.9,107
APP002171,900,3,3,0,,10942.84,27.1,70
APP002172,866,1,5,0,,0.0,0.0,3
APP002173,716,1,1,0,,8668.2,41.0,105
APP002174,752,1,4,0,,14984.29,49.4,100
APP002175,520,3,3,0,,31039.72,95.0,179
APP002176,760,0,2,0,,12728.57,21.7,164
APP002177,633,2,2,0,,23140.29,100.0,152
APP002178,649,3,1,2,51.0,6446.99,84.9,105
APP002179,702,0,2,0,,11279.97,0.0,59
APP002180,679,2,1,0,,0.0,13.2,105
APP002181,773,0,6,0,,0.0,64.1,48
APP002182,667,4,4,0,,19827.48,81.7,116
APP002183,786,0,1,0,,15057.35,5.1,58
APP002184,817,1,8,0,,0.0,19.2,20
APP002185,707,1,2,0,,4527.99,3.0,152
APP002186,772,1,4,0,,26386.3,45.2,136
APP002187,735,2,4,0,,5799.49,0.0,153
APP002188,650,4,0,1,12.0,29699.4,48.2,71
APP002189,732,1,1,0,,11778.81,50.9,95
APP002190,759,2,2,0,,11054.21,24.9,129
APP002191,739,0,1,0,,6313.72,48.5,139
APP002192,729,2,1,1,3.0,29343.05,34.1,134
APP002193,696,0,9,0,,17011.98,23.3,67
APP002194,716,0,2,0,,31043.16,24.2,118
APP002195,665,1,1,0,,11154.2,92.5,65
APP002196,775,1,5,0,,12445.59,73.8,125
APP002197,672,0,1,0,,11785.11,57.2,95
APP002198,502,2,3,0,,19263.42,81.1,96
APP002199,729,0,3,0,,32.35,57.8,141
APP002200,447,6,1,6,6.0,38879.17,100.0,164
APP002201,717,1,3,0,,7167.7,32.7,47
APP002202,560,4,3,0,,38278.34,93.9,3
APP002203,861,1,2,0,,0.0,42.2,64
APP002204,728,0,3,0,,26838.12,57.0,94
APP002205,718,1,7,0,,546.14,46.6,144
APP002206,673,2,2,0,,50826.01,12.2,7
APP002207,892,2,4,0,,5442.81,0.0,100
APP002208,642,3,5,0,,22166.75,82.1,84
APP002209,597,4,3,3,25.0,23672.03,97.7,3
APP002210,805,2,2,0,,14531.72,52.0,113
APP002211,719,2,8,0,,13166.67,52.0,138
APP002212,699,1,2,0,,6428.31,39.4,142
APP002213,719,1,2,0,,766.58,95.0,155
APP002214,747,2,0,0,,4193.84,20.7,94
APP002215,761,5,0,0,,10915.15,33.6,25
APP002216,662,2,1,0,,20364.64,45.0,163
APP002217,647,1,1,0,,18819.61,60.5,127
APP002218,784,0,2,0,,10460.97,31.0,91
APP002219,610,4,6,1,15.0,29223.65,61.9,170
APP002220,687,5,2,0,,29730.37,33.7,142
APP002221,785,1,5,0,,0.0,0.2,49
APP002222,792,2,1,0,,11826.96,80.3,132
APP002223,730,1,2,0,,21389.87,89.4,103
APP002224,828,2,8,0,,0.0,25.3,95
APP002225,523,3,4,0,,28392.56,74.5,82
APP002226,661,2,2,0,,18491.51,28.6,136
APP002227,531,3,2,1,1.0,33657.28,34.2,36
APP002228,761,2,4,0,,0.0,45.7,126
APP002229,707,5,4,0,,22929.36,67.3,28
APP002230,591,3,3,0,,23738.84,10.4,137
APP002231,794,1,9,0,,0.0,2.1,72
APP002232,766,2,3,0,,22799.44,41.1,112
APP002233,739,1,3,0,,11383.52,49.8,110
APP002234,664,1,3,0,,13703.39,25.9,134
APP002235,667,2,1,1,3.0,14643.03,53.3,49
APP002236,647,1,2,0,,3687.37,100.0,62
APP002237,623,3,4,0,,29072.92,62.3,104
APP002238,652,1,2,0,,12465.07,33.7,65
APP002239,772,5,8,0,,3279.21,18.0,141
APP002240,539,3,3,0,,22097.48,77.0,129
APP002241,561,5,1,2,21.0,24769.21,85.6,107
APP002242,713,3,2,0,,12612.28,38.1,80
APP002243,721,1,8,0,,29645.95,27.9,156
APP002244,591,5,2,1,3.0,26461.83,59.3,143
APP002245,615,2,5,0,,17761.79,67.3,86
APP002246,678,0,5,0,,20005.76,57.1,59
APP002247,689,4,4,0,,26573.85,28.1,146
APP002248,577,4,4,2,10.0,25141.23,42.3,136
APP002249,769,0,4,0,,0.0,57.4,127
APP002250,773,0,2,0,,16575.82,0.0,74
APP002251,665,4,4,0,,4075.48,20.5,159
APP002252,829,0,4,0,,15314.09,48.9,52
APP002253,610,5,3,1,10.0,35467.63,61.9,144
APP002254,759,2,4,0,,24185.1,14.0,147
APP002255,633,1,2,3,14.0,22855.71,90.0,30
APP002256,766,1,4,0,,20872.65,43.3,79
APP002257,734,2,2,0,,8610.46,0.9,53
APP002258,738,2,3,0,,26108.8,62.4,91
APP002259,502,6,3,2,23.0,36464.89,93.9,113
APP002260,527,4,4,2,11.0,39837.11,76.8,72
APP002261,777,3,4,0,,5299.87,3.3,50
APP002262,465,6,3,4,12.0,45076.54,100.0,152
APP002263,714,1,2,0,,26251.74,21.2,44
APP002264,789,2,4,0,,6267.87,4.9,74
APP002265,739,2,2,0,,46725.23,72.4,114
APP002266,644,1,6,0,,6319.86,21.6,76
APP002267,609,2,2,0,,283.93,41.1,114
APP002268,685,2,2,0,,8221.05,66.6,123
APP002269,758,2,4,0,,0.0,7.6,72
APP002270,649,1,2,0,,43523.65,25.4,46
APP002271,772,1,3,0,,8928.3,22.6,108
APP002272,699,3,4,0,,16212.59,28.7,80
APP002273,643,6,0,0,,30703.65,51.4,141
APP002274,735,0,8,0,,19574.51,57.2,68
APP002275,589,1,1,0,,25156.6,60.4,157
APP002276,728,1,1,0,,21448.48,63.7,115
APP002277,533,1,5,0,,26088.69,44.5,129
APP002278,642,1,2,0,,19082.82,43.5,79
APP002279,729,1,2,0,,11509.79,22.0,169
APP002280,845,1,2,0,,0.0,43.7,77
APP002281,668,0,4,1,10.0,34129.78,67.5,87
APP002282,683,4,2,0,,18833.04,38.1,44
APP002283,616,3,5,0,,23008.18,56.9,43
APP002284,572,3,3,3,4.0,42581.3,97.1,105
APP002285,609,4,1,2,15.0,31684.64,64.4,62
APP002286,616,4,3,2,16.0,22390.67,45.5,142
APP002287,579,1,4,0,,20434.95,64.8,122
APP002288,625,2,1,1,20.0,20355.82,58.3,127
APP002289,540,0,2,0,,32136.05,64.7,62
APP002290,688,1,4,0,,8836.36,22.6,88
APP002291,719,1,3,0,,6564.06,64.0,92
APP002292,491,2,0,1,5.0,42325.22,68.4,95
APP002293,772,0,4,0,,17694.64,52.7,117
APP002294,614,2,0,0,,16716.24,90.7,91
APP002295,626,1,1,0,,31493.06,65.5,72
APP002296,717,4,2,0,,27587.52,60.1,143
APP002297,710,3,5,1,20.0,28818.46,74.9,56
APP002298,820,1,4,0,,0.0,52.9,81
APP002299,697,2,5,0,,0.0,64.3,123
APP002300,812,1,4,0,,0.0,0.0,112
APP002301,679,4,2,0,,27083.83,28.8,73
APP002302,598,6,2,2,39.0,32389.29,64.2,170
APP002303,481,6,7,0,,23237.75,100.0,133
APP002304,756,4,5,0,,0.0,31.9,62
APP002305,727,1,3,0,,14693.2,77.8,78
APP002306,678,1,2,0,,8917.21,13.3,104
APP002307,646,1,3,0,,12859.77,37.5,130
APP002308,542,7,4,0,,39699.35,35.2,123
APP002309,788,2,1,0,,28679.19,33.5,126
APP002310,846,3,3,0,,0.0,15.1,141
APP002311,636,0,2,0,,22723.65,52.0,48
APP002312,695,0,3,0,,4151.5,99.3,3
APP002313,749,1,0,0,,10572.17,50.1,87
APP002314,686,0,5,0,,24083.37,74.9,82
APP002315,715,3,3,0,,0.0,64.2,90
APP002316,600,2,1,0,,21349.62,80.4,92
APP002317,691,2,3,0,,18185.2,64.2,197
APP002318,699,3,2,0,,5486.57,12.6,89
APP002319,792,1,2,0,,0.0,48.4,17
APP002320,701,2,5,0,,0.0,54.1,3
APP002321,698,2,0,0,,20966.11,51.4,152
APP002322,769,1,2,0,,10925.07,37.6,96
APP002323,529,2,3,1,16.0,23767.43,61.2,84
APP002324,690,1,0,0,,25500.92,28.8,138
APP002325,851,3,8,0,,0.0,11.0,73
APP002326,550,1,2,0,,26473.85,52.0,62
APP002327,560,2,2,2,27.0,34594.4,85.5,105
APP002328,602,4,4,0,,38277.52,87.0,20
APP002329,651,1,3,0,,0.0,46.6,108
APP002330,643,1,4,0,,16347.13,59.9,73
APP002331,771,2,2,0,,12005.59,24.1,94
APP002332,866,3,2,0,,0.0,0.8,5
APP002333,636,1,6,0,,4004.4,64.8,212
APP002334,727,2,6,0,,9941.35,0.0,94
APP002335,758,1,2,0,,22805.06,43.8,153
APP002336,865,0,4,0,,0.0,18.9,75
APP002337,613,2,2,0,,23086.81,55.3,65
APP002338,605,5,0,0,,26118.9,55.9,108
APP002339,726,1,3,0,,19970.35,66.1,84
APP002340,544,3,3,1,68.0,16755.06,40.6,105
APP002341,580,1,6,0,,28127.04,60.7,56
APP002342,692,3,7,0,,21605.08,88.2,142
APP002343,604,2,5,0,,27666.65,80.0,30
APP002344,690,0,3,0,,0.0,58.9,78
APP002345,708,1,3,0,,23162.21,57.1,151
APP002346,697,1,2,0,,2540.77,67.4,137
APP002347,593,2,3,0,,37287.9,47.1,105
APP002348,712,3,2,0,,23160.61,82.9,206
APP002349,696,0,2,0,,22027.19,62.6,73
APP002350,845,0,5,0,,3485.26,28.9,35
APP002351,667,2,5,0,,15789.17,44.5,77
APP002352,660,0,1,0,,5610.28,89.5,159
APP002353,621,2,3,1,16.0,17200.28,65.9,154
APP002354,560,9,1,2,1.0,35314.92,60.1,121
APP002355,658,1,3,0,,21433.02,62.8,17
APP002356,803,4,3,0,,20474.22,24.4,88
APP002357,750,1,5,0,,2695.23,8.1,27
APP002358,608,1,5,0,,24369.16,58.1,133
APP002359,759,1,2,0,,19215.13,39.4,145
APP002360,592,0,4,0,,20792.52,32.2,3
APP002361,682,1,3,0,,15190.75,13.9,92
APP002362,709,2,2,0,,11199.9,39.7,85
APP002363,779,1,4,0,,2422.64,13.5,3
APP002364,580,6,2,0,,31471.98,42.1,116
APP002365,633,5,5,0,,17811.53,38.7,140
APP002366,730,1,2,0,,12542.32,73.8,89
APP002367,804,2,3,0,,17766.95,48.2,54
APP002368,790,1,3,0,,9264.84,12.6,132
APP002369,707,1,0,0,,17176.29,38.2,115
APP002370,709,3,3,0,,598.22,52.7,187
APP002371,520,2,7,1,13.0,45942.26,58.5,178
APP002372,594,5,3,0,,33576.98,70.1,148
APP002373,660,1,2,0,,12229.28,28.5,87
APP002374,738,0,5,0,,11678.99,68.0,124
APP002375,712,1,4,0,,41120.13,24.0,27
APP002376,675,4,1,0,,19914.31,65.4,136
APP002377,682,4,3,0,,16257.08,21.1,131
APP002378,791,3,5,0,,6716.78,0.0,127
APP002379,692,6,2,0,,6954.16,42.6,112
APP002380,738,1,3,0,,11651.76,33.1,59
APP002381,690,0,5,0,,13634.09,0.0,122
APP002382,756,2,4,0,,16513.51,43.6,69
APP002383,740,1,5,0,,0.0,78.0,151
APP002384,720,1,1,0,,21605.74,37.4,189
APP002385,497,3,3,3,4.0,35176.15,56.2,110
APP002386,664,2,0,0,,17164.59,75.1,100
APP002387,778,1,3,0,,3726.7,38.1,150
APP002388,607,3,1,1,2.0,24844.39,35.9,66
APP002389,703,2,2,0,,5517.73,57.8,71
APP002390,791,0,8,0,,0.0,0.0,149
APP002391,765,0,4,0,,8597.87,28.7,20
APP002392,817,0,5,0,,2290.0,49.7,103
APP002393,838,1,5,0,,0.0,28.7,96
APP002394,853,0,5,0,,10190.75,11.0,80
APP002395,755,1,2,0,,21267.85,0.0,77
APP002396,634,1,2,2,1.0,24084.86,88.4,106
APP002397,766,2,6,0,,11062.6,64.3,93
APP002398,652,4,6,0,,29079.08,58.4,213
APP002399,732,4,5,0,,21934.94,37.7,81
APP002400,799,0,2,0,,7973.08,26.5,103
APP002401,679,2,1,0,,9778.24,62.0,83
APP002402,763,1,3,0,,18304.74,21.3,63
APP002403,859,0,4,0,,6752.04,6.3,40
APP002404,812,0,3,0,,2932.75,4.7,97
APP002405,730,1,1,0,,17000.87,46.9,140
APP002406,701,2,1,0,,9607.43,13.3,144
APP002407,704,1,3,0,,10933.58,74.5,129
APP002408,828,0,3,0,,814.43,65.7,123
APP002409,623,2,2,0,,8547.23,84.8,180
APP002410,782,1,4,0,,13458.84,48.2,58
APP002411,673,1,1,0,,22070.5,36.2,74
APP002412,801,0,3,0,,12305.01,28.0,60
APP002413,446,1,5,0,,35561.32,53.3,175
APP002414,816,2,1,0,,6819.7,16.8,145
APP002415,673,1,8,0,,8548.51,42.1,72
APP002416,668,2,3,0,,4599.12,52.0,39
APP002417,670,0,9,0,,3543.34,39.1,174
APP002418,638,3,5,1,57.0,36253.16,97.6,48
APP002419,531,2,3,1,13.0,38665.57,67.6,92
APP002420,751,0,2,0,,12944.43,66.1,157
APP002421,599,5,4,0,,12712.74,43.1,80
APP002422,636,0,2,0,,20726.72,60.1,19
APP002423,586,5,0,0,,22746.71,58.9,129
APP002424,701,1,5,0,,13629.14,41.6,80
APP002425,786,2,3,0,,0.0,41.9,30
APP002426,642,2,1,0,,31443.94,60.7,75
