application_id,application_date,applicant_age,annual_income,credit_score,employment_status,home_ownership,num_dependents,existing_debt,loan_amount,loan_term_months,interest_rate,loan_status,internal_notes
50419,2024-05-09,49,62178.94,750.0,Employed,Own,2,0.0,19594.97,24,10.05%,Approved,
50001,2024-01-07,23,21113.81,660.0,Retired,Mortgage,4,259.34,11710.38,24,10.59%,Pending,
50021,2025-07-05,56,15000.0,,Employed,Mortgage,4,10672.46,21022.27,12,8.07%,Denied,
50168,2024-05-04,45,54283.45,612.0,Employed,Rent,1,18306.64,8727.04,60,7.82%,Denied,
50185,2024-11-26,53,44821.04,787.0,Employed,Mortgage,2,7541.92,12088.8,36,7.45%,Approved,
50358,2024-11-06,50,80376.02,524.0,Employed,Rent,0,15458.27,32057.3,36,7.17%,Pending,
50209,2024-11-18,31,77895.37,730.0,Employed,Rent,3,8.13,20666.02,12,8.63%,Denied,
50148,2024-11-03,35,22732.35,768.0,Employed,Rent,1,107.49,13965.53,12,9.59%,Denied,
50137,2024-04-24,47,43350.22,771.0,Retired,Rent,4,6439.61,13532.29,60,5.44%,Approved,
50076,2024-07-07,42,42239.35,755.0,Self-Employed,Mortgage,2,9735.22,16110.09,24,6.48%,Approved,
50321,2025-01-28,45,15000.0,,Employed,Mortgage,0,14775.7,24849.2,60,8.39%,Approved,
50398,2024-01-06,23,36792.0,695.0,Self-Employed,Own,0,13353.47,9334.47,48,4.54%,Denied,
50051,2024-02-05,47,90796.4,779.0,Self-Employed,Own,3,3275.59,13562.78,36,6.46%,Approved,
50496,2024-12-15,60,59130.64,784.0,Self-Employed,Mortgage,1,16728.83,18899.57,24,9.34%,Denied,
50193,2024-07-13,58,45682.08,579.0,Employed,Rent,1,6061.0,20114.13,60,10.23%,Denied,
50036,2025-02-15,28,66548.21,683.0,Employed,Own,3,7165.69,25499.88,48,11.52%,Denied,
50346,2024-01-06,27,86591.36,641.0,Retired,Own,4,8101.34,22908.53,12,4.69%,Approved,
50096,2024-04-29,42,45468.52,676.0,Retired,Rent,3,5752.07,14221.21,36,7.77%,Denied,
50225,2024-01-23,56,124576.46,563.0,Employed,Rent,2,4787.61,16417.47,60,6.67%,Denied,
50300,2024-11-15,59,81471.92,716.0,Employed,Rent,1,11294.55,5252.67,12,2.0%,Denied,
50307,2025-03-08,35,68466.36,770.0,Employed,Rent,4,9388.89,8590.24,48,2.62%,Approved,
50183,2024-08-30,47,75301.68,533.0,Self-Employed,Rent,0,10688.95,9962.9,24,4.55%,Denied,
50098,2024-06-13,24,41889.81,724.0,Self-Employed,Own,4,2654.12,25567.07,36,5.85%,Approved,
50483,2025-02-22,58,94413.72,600.0,Employed,Own,0,12697.51,33791.76,36,5.34%,Pending,
50216,2024-12-18,43,50636.84,561.0,Employed,Mortgage,0,3053.05,27468.51,48,8.85%,Approved,
50420,2024-06-23,31,29995.12,558.0,Employed,Rent,3,7855.48,12055.18,36,10.96%,Denied,
50224,2025-02-13,24,15000.0,613.0,Employed,Own,4,12096.79,5116.28,12,7.66%,Approved,
50091,2025-01-12,53,41836.07,695.0,Employed,Own,1,0.0,19726.15,36,11.86%,Denied,
50275,2024-10-10,61,63124.34,722.0,Retired,Rent,4,434.9,22303.03,36,8.63%,Approved,
50266,2025-04-02,46,34067.39,677.0,Self-Employed,Rent,1,10548.8,21266.11,24,4.87%,Denied,
50457,2024-10-25,58,99419.69,647.0,Employed,Own,4,4207.09,10559.71,48,4.78%,Approved,
50009,2025-07-11,68,109356.56,711.0,Employed,Mortgage,4,20100.48,13704.96,12,7.18%,Pending,
50337,2024-04-18,61,31490.2,525.0,Employed,Own,0,14052.63,3789.01,36,6.47%,Denied,
50362,2024-10-31,56,55364.26,681.0,Employed,Mortgage,2,25412.72,14985.15,36,6.15%,Approved,
50110,2024-07-03,45,82438.94,667.0,Employed,Mortgage,3,6823.44,12345.49,12,8.95%,Approved,
50392,2024-07-29,44,28590.72,764.0,Employed,Mortgage,3,7101.31,23595.98,48,11.04%,Approved,
50294,2024-04-01,31,,576.0,Retired,Own,3,4992.64,20428.69,60,10.61%,Pending,
50245,2024-01-30,48,56535.44,612.0,Employed,Rent,1,9383.17,10569.22,60,,Denied,
50261,2025-09-24,28,82552.72,558.0,Employed,Own,3,8080.16,17347.91,24,10.11%,Denied,
50206,2024-06-08,43,68213.51,659.0,Employed,Rent,1,0.0,4841.38,48,8.97%,Approved,
50197,2025-05-17,32,16176.89,708.0,Employed,Mortgage,1,2558.36,19377.27,24,6.74%,Denied,
50284,2024-01-20,54,44405.98,749.0,Self-Employed,Mortgage,4,21918.76,10693.81,12,9.19%,Denied,
50027,2025-07-25,58,68944.84,642.0,Employed,Rent,2,2664.85,13912.68,12,11.98%,Pending,
50032,2025-09-16,68,81792.9,637.0,Self-Employed,Own,2,11930.87,15859.98,24,4.0%,Approved,
50370,2025-07-15,65,39620.7,735.0,Employed,Mortgage,0,0.0,18288.69,48,10.16%,Approved,
50450,2025-01-07,48,83850.61,757.0,Unemployed,Own,3,2474.73,14442.07,12,7.48%,Pending,
50500,2024-04-30,25,87199.46,705.0,Employed,Rent,3,12906.12,12029.81,24,8.25%,Pending,
50189,2025-02-11,60,73869.98,641.0,Unemployed,Own,1,2376.38,8542.39,60,7.95%,Denied,
50361,2025-09-15,40,78188.13,643.0,Employed,Own,1,4913.03,7551.17,12,5.27%,Approved,
50413,2025-01-06,23,73419.46,633.0,Self-Employed,Own,1,19018.13,11101.42,48,4.32%,Pending,
50112,2024-11-06,33,69810.9,597.0,Unemployed,Own,2,957.12,7402.41,12,9.94%,Approved,
50477,2024-03-25,36,43318.17,614.0,Employed,Mortgage,0,20689.73,4313.82,48,5.86%,Pending,
50273,2024-04-19,23,37606.79,608.0,Employed,Own,4,10199.83,15483.49,12,11.43%,Approved,
50034,2024-05-23,55,29007.96,633.0,Retired,Rent,3,2685.56,7744.72,48,9.25%,Pending,
50118,2025-09-07,28,50798.92,690.0,Employed,Own,0,14545.83,11090.59,36,10.37%,Approved,
50402,2025-07-14,29,68696.63,525.0,Self-Employed,Mortgage,0,10647.44,11384.08,36,5.51%,Denied,
50210,2025-04-27,42,80742.1,850.0,Employed,Own,1,15453.88,25753.7,48,6.36%,Pending,
50431,2024-08-15,48,85125.46,644.0,Employed,Mortgage,3,12799.21,20228.64,24,5.59%,Approved,
50473,2024-07-13,24,35016.83,702.0,Employed,Mortgage,1,14357.18,12155.13,24,8.59%,Approved,
50113,2024-05-07,30,66387.25,691.0,Employed,Mortgage,4,12854.35,9558.36,24,7.49%,Pending,
50116,2025-07-03,61,15000.0,706.0,Unemployed,Mortgage,3,7003.1,21237.88,60,9.78%,Approved,
50374,2024-04-13,65,63894.76,749.0,Employed,Mortgage,3,3825.12,26363.39,60,,Denied,
50127,2024-04-04,51,46766.45,642.0,Self-Employed,Mortgage,3,5631.25,20972.89,48,3.42%,Approved,
50111,2024-08-10,21,54249.85,578.0,Self-Employed,Mortgage,1,9677.66,1000.0,24,5.05%,Denied,
50045,2024-02-27,37,71653.77,846.0,Self-Employed,Own,1,19565.78,9410.61,60,2.53%,Denied,
50350,2024-01-17,69,34300.53,766.0,Employed,Own,0,1685.61,10039.83,24,,Denied,
50281,2025-09-13,63,76446.88,786.0,Retired,Mortgage,4,6271.04,22284.36,60,13.05%,Denied,
50164,2024-07-23,48,89489.51,582.0,Self-Employed,Mortgage,1,16055.54,28398.5,12,9.62%,Approved,
50083,2024-11-13,52,,590.0,Employed,Mortgage,1,10563.78,19934.48,12,11.69%,Approved,
50018,2024-11-08,39,27080.48,680.0,Self-Employed,Rent,4,5252.99,5084.34,36,10.07%,Denied,
50465,2024-09-18,37,75664.15,752.0,Unemployed,Own,0,15078.21,17302.84,24,8.17%,Pending,
50043,2025-06-23,33,48494.79,610.0,Employed,Mortgage,3,0.0,4915.57,36,4.04%,Denied,
50464,2024-08-12,25,32298.53,625.0,Employed,Rent,4,5474.66,3504.07,48,4.38%,Approved,
50268,2024-06-09,34,40136.54,822.0,Employed,Rent,4,2624.91,25296.52,36,7.29%,Approved,
50152,2025-08-19,59,91952.19,689.0,Employed,Rent,2,8537.19,12742.7,60,5.36%,Denied,
50282,2024-05-03,51,,710.0,Employed,Own,3,3561.28,19348.67,60,5.2%,Approved,
50221,2024-07-17,37,49188.41,734.0,Employed,Mortgage,0,9583.03,8335.52,36,8.65%,Pending,
50081,2025-07-18,60,85155.94,641.0,Retired,Own,2,0.0,25977.09,24,5.13%,Denied,
50452,2025-05-03,48,95583.55,770.0,Employed,Own,3,7445.09,22047.94,24,6.76%,Approved,
50432,2025-08-15,56,60324.76,777.0,Unemployed,Rent,1,6923.55,10499.95,36,8.59%,Approved,
50196,2024-06-24,42,48940.46,554.0,Employed,Mortgage,2,10805.02,10207.35,48,7.55%,Approved,
50285,2025-04-11,22,25066.0,714.0,Employed,Mortgage,0,8200.06,36777.18,12,6.24%,Pending,
50255,2025-07-08,38,65840.96,431.0,Employed,Mortgage,3,17354.26,12040.57,12,10.22%,Approved,
50064,2024-08-23,22,90729.5,613.0,Employed,Own,1,3418.25,19152.18,36,11.13%,Approved,
50198,2024-08-20,24,93875.86,586.0,Employed,Rent,1,11121.62,10016.74,48,8.99%,Approved,
50354,2025-02-04,32,,603.0,Employed,Rent,4,10942.71,6528.37,48,8.14%,Pending,
50149,2024-06-29,65,24693.69,783.0,Employed,Mortgage,1,10106.68,9243.64,36,5.67%,Denied,
50365,2024-11-21,69,30458.81,609.0,Employed,Mortgage,4,8329.08,8863.66,24,5.6%,Denied,
50416,2024-05-31,55,72536.68,527.0,Employed,Rent,4,1919.89,24922.69,60,6.98%,Pending,
50488,2024-06-20,41,15000.0,,Self-Employed,Rent,0,13780.56,7309.36,60,9.47%,Approved,
50411,2025-04-01,52,61978.64,704.0,Employed,Mortgage,4,6826.79,17161.23,48,7.33%,Approved,
50269,2025-08-03,67,39172.14,788.0,Employed,Rent,4,8820.06,19528.81,24,8.59%,Pending,
50426,2024-02-29,28,69168.35,759.0,Employed,Mortgage,0,14908.65,22236.93,36,6.17%,Approved,
50010,2024-08-13,36,106180.03,602.0,Employed,Mortgage,3,7634.3,17022.08,36,7.39%,Approved,
50322,2024-11-25,69,27375.11,740.0,Retired,Mortgage,1,2653.45,14445.6,36,6.73%,Denied,
50015,2025-05-21,30,85839.21,557.0,Employed,Mortgage,1,17420.97,9821.13,36,9.77%,Approved,
50481,2024-03-15,39,63790.27,621.0,Employed,Own,3,19958.9,17673.38,36,7.26%,Denied,
50357,2024-03-25,61,59293.63,759.0,Retired,Rent,1,15706.74,14205.58,12,8.83%,Approved,
50385,2025-04-25,46,31034.26,850.0,Unemployed,Own,4,6217.77,17111.66,60,8.93%,Approved,
50144,2024-11-25,54,43807.98,694.0,Self-Employed,Own,0,7659.31,3731.68,36,7.51%,Denied,
50062,2025-07-11,25,115202.9,784.0,Unemployed,Mortgage,2,15555.61,27272.1,24,8.49%,Approved,
50103,2024-11-18,69,87031.8,561.0,Employed,Own,4,15449.51,6934.75,24,5.92%,Approved,
50299,2025-05-01,52,68560.11,794.0,Employed,Mortgage,1,12844.22,20366.88,60,3.57%,Approved,
50038,2025-05-03,64,87276.57,611.0,Employed,Mortgage,4,0.0,1000.0,60,8.35%,Denied,
50430,2024-07-15,22,105895.36,791.0,Employed,Mortgage,0,3150.05,18532.59,12,10.11%,Pending,
50340,2024-02-03,37,15000.0,644.0,Employed,Mortgage,0,5398.89,16368.89,60,11.67%,Approved,
50090,2024-10-24,28,44051.14,676.0,Employed,Mortgage,1,3191.56,17648.75,48,9.63%,Approved,
50292,2024-04-12,50,22335.38,765.0,Employed,Rent,3,33.27,19943.31,48,11.16%,Approved,
50441,2024-11-15,64,39182.9,714.0,Self-Employed,Rent,0,0.0,21799.77,12,12.49%,Approved,
50411,2025-04-01,52,61978.64,704.0,Employed,Mortgage,4,6826.79,17161.23,48,7.33%,Approved,
50401,2025-08-20,36,70858.48,671.0,Employed,Own,4,0.0,20223.51,60,7.29%,Pending,
50495,2024-01-22,23,60895.92,688.0,Employed,Own,4,8568.41,9405.06,60,11.6%,Pending,
50056,2025-03-11,40,46649.69,712.0,Employed,Own,4,17193.41,10056.76,24,7.42%,Approved,
50174,2025-01-26,47,102312.06,775.0,Retired,Mortgage,3,7688.73,23005.77,24,5.99%,Approved,
50338,2025-09-11,48,68116.57,651.0,Self-Employed,Mortgage,1,10976.74,18365.94,24,6.79%,Denied,
50046,2024-10-18,40,65742.86,643.0,Self-Employed,Mortgage,4,24055.83,1000.0,36,3.43%,Denied,
50080,2024-09-21,68,73581.17,568.0,Employed,Rent,2,7942.78,22461.38,24,3.27%,Approved,
50108,2024-01-12,66,37487.52,538.0,Employed,Rent,1,11877.87,7537.58,36,6.6%,Approved,
50105,2025-05-13,28,78817.93,536.0,Employed,Mortgage,4,5001.19,6470.75,12,3.56%,Denied,
50467,2024-07-10,34,19467.32,659.0,Employed,Mortgage,4,9681.26,14919.15,36,4.08%,Approved,
50339,2024-03-28,24,80337.86,833.0,Unemployed,Own,4,5161.92,11088.16,36,6.23%,Approved,
50486,2024-07-21,45,100621.25,,Employed,Rent,0,12763.32,14824.44,12,5.99%,Approved,
50077,2024-12-10,61,100099.45,615.0,Employed,Rent,3,9162.63,20822.25,24,N/A,Denied,
50188,2025-04-24,35,26688.94,792.0,Employed,Rent,3,8720.78,14025.74,12,6.91%,Pending,
50287,2024-02-02,25,52183.78,523.0,Employed,Mortgage,3,9060.31,24026.07,12,7.37%,Approved,
50104,2025-02-19,58,87624.62,563.0,Employed,Rent,3,17651.55,5207.25,60,10.36%,Denied,
50011,2024-08-29,38,45217.69,620.0,Retired,Rent,4,5666.03,19147.71,12,4.9%,Approved,
50343,2024-09-27,31,93033.76,718.0,Self-Employed,Mortgage,2,0.0,25401.62,24,8.46%,Denied,
50060,2024-05-31,43,45552.76,612.0,Employed,Own,0,11162.03,5679.64,12,6.68%,Approved,
50236,2024-09-19,22,89011.85,850.0,Employed,Own,2,5788.06,22572.1,12,5.4%,Approved,
50264,2024-01-30,62,76258.94,621.0,Employed,Own,4,19170.67,2549.4,36,3.02%,Denied,
50213,2025-04-01,33,50387.4,575.0,Employed,Own,2,18501.63,5828.2,12,3.97%,Approved,
50071,2024-08-04,66,49829.2,598.0,Employed,Own,0,14403.17,18402.94,24,12.26%,Pending,
50472,2025-08-28,61,54009.78,641.0,Employed,Mortgage,2,0.0,6229.21,48,14.02%,Approved,
50147,2025-02-18,59,74115.04,535.0,Employed,Own,2,18788.23,26817.56,60,12.73%,Pending,
50235,2024-07-28,29,51636.75,565.0,Employed,Own,3,11553.15,15803.27,24,4.17%,Approved,
50232,2024-10-16,54,87773.45,744.0,Self-Employed,Rent,4,11669.5,15507.95,24,9.57%,Pending,
50154,2025-06-13,61,58719.91,631.0,Employed,Mortgage,3,24864.18,18096.84,36,6.35%,Denied,
50107,2025-06-12,59,46995.58,636.0,Employed,Own,2,19719.32,10159.51,24,7.57%,Approved,
50159,2024-07-12,58,45795.89,733.0,Employed,Own,3,8559.71,17521.82,48,5.45%,Approved,
50171,2024-06-04,62,37280.65,678.0,Self-Employed,Mortgage,2,6534.82,14420.84,60,9.0%,Approved,
50087,2025-09-20,57,,662.0,Self-Employed,Own,2,520.07,19664.28,12,7.8%,Approved,
50247,2024-11-18,27,60194.96,602.0,Employed,Mortgage,4,7776.98,21853.55,24,8.33%,Denied,
50262,2024-03-15,60,20747.15,787.0,Unemployed,Mortgage,4,12382.3,22938.14,48,10.1%,Approved,
50200,2025-07-07,40,105077.22,722.0,Employed,Mortgage,3,6676.52,13656.46,12,4.7%,Approved,
50314,2024-09-11,48,89156.84,737.0,Employed,Rent,3,10568.14,16514.91,48,8.82%,Denied,
50485,2025-07-28,33,63615.17,452.0,Self-Employed,Mortgage,2,13774.28,12549.75,36,11.4%,Approved,
50177,2025-05-07,32,67740.34,594.0,Employed,Mortgage,2,9089.1,18437.21,48,9.61%,Approved,
50037,2025-03-13,23,84845.55,685.0,Unemployed,Mortgage,2,4816.65,17931.67,36,2.0%,Denied,
50030,2025-07-06,63,82475.98,685.0,Employed,Mortgage,4,11717.6,17763.15,12,6.55%,Approved,
50417,2024-07-21,38,41990.31,612.0,Unemployed,Own,4,11003.0,31907.1,48,2.55%,Denied,
50406,2025-05-27,35,,628.0,Self-Employed,Mortgage,0,13287.71,26055.56,24,8.9%,Pending,
50446,2025-06-28,55,23785.16,670.0,Employed,Rent,2,15742.42,11127.27,24,13.4%,Approved,
50396,2024-07-18,60,30171.47,619.0,Employed,Rent,3,18515.53,11730.71,12,10.99%,Approved,
50095,2025-03-01,36,23238.89,554.0,Employed,Mortgage,2,12197.11,9687.74,12,5.42%,Pending,
50069,2024-01-31,23,80963.85,655.0,Employed,Own,0,20678.74,18833.83,12,5.96%,Approved,
50031,2024-01-30,43,15000.0,,Employed,Own,1,0.0,5486.38,60,6.83%,Approved,
50383,2024-10-15,48,102516.89,682.0,Self-Employed,Mortgage,0,2437.0,21080.42,24,7.49%,Denied,
50170,2024-10-16,43,45015.41,690.0,Unemployed,Mortgage,2,0.0,1000.0,24,10.0%,Denied,
50368,2025-05-01,23,57803.68,671.0,Employed,Rent,1,17405.89,7415.61,36,8.24%,Approved,
50259,2025-05-26,26,,621.0,Self-Employed,Rent,4,18342.92,18583.84,36,11.79%,Pending,
50040,2025-06-12,28,53111.88,657.0,Employed,Mortgage,0,8416.98,1000.0,48,6.87%,Denied,
50344,2024-08-03,64,79852.02,812.0,Retired,Own,0,5209.08,14324.61,24,5.13%,Approved,
50026,2024-07-19,27,56905.39,667.0,Employed,Mortgage,0,5640.12,30405.49,36,11.84%,Approved,
50233,2025-06-22,22,45523.0,644.0,Employed,Own,1,14854.02,11498.82,60,9.84%,Pending,
50494,2025-05-12,45,57920.88,624.0,Employed,Rent,0,2840.55,20994.21,12,11.41%,Approved,
50070,2025-08-26,60,20743.15,850.0,Employed,Own,4,11485.14,3717.31,12,8.18%,Approved,
50191,2025-01-19,38,85924.79,659.0,Employed,Rent,3,8883.5,18445.84,48,7.55%,Approved,
50331,2024-02-07,25,47475.61,560.0,Employed,Mortgage,1,1182.64,15663.48,24,2.35%,Pending,
50057,2024-11-18,43,69131.74,615.0,Employed,Rent,3,20363.74,22801.71,24,5.9%,Approved,
50176,2025-08-06,63,15000.0,716.0,Employed,Rent,1,3121.12,19922.54,48,4.55%,Approved,
50129,2024-01-13,54,65367.28,556.0,Employed,Rent,0,10247.07,13763.22,60,9.58%,Approved,
50088,2024-04-29,43,75701.19,614.0,Employed,Rent,1,8162.27,10599.65,36,9.12%,Pending,
50023,2024-01-14,57,51773.01,585.0,Employed,Rent,0,23685.59,1000.0,24,9.36%,Approved,
50059,2025-05-16,69,38368.56,618.0,Unemployed,Rent,0,8731.24,13570.34,12,9.59%,Denied,
50241,2025-03-19,66,64674.71,512.0,Unemployed,Rent,1,10541.59,1179.95,48,4.87%,Approved,
50376,2024-09-21,36,63221.67,704.0,Employed,Mortgage,4,7934.69,3817.99,36,8.92%,Approved,
50265,2025-01-03,54,55600.55,757.0,Employed,Mortgage,4,7412.8,1000.0,24,10.29%,Approved,
50312,2025-06-19,51,54340.92,764.0,Employed,Rent,3,2373.93,1000.0,12,11.6%,Approved,
50046,2024-10-18,40,65742.86,643.0,Self-Employed,Mortgage,4,24055.83,1000.0,36,3.43%,Denied,
50093,2024-04-05,21,80214.38,630.0,Unemployed,Rent,3,14826.55,27984.29,24,6.67%,Pending,
50428,2024-04-23,67,78435.81,621.0,Self-Employed,Own,4,14218.49,18221.12,36,10.08%,Approved,
50371,2025-05-10,45,43758.97,616.0,Employed,Own,4,12518.82,9752.64,60,8.42%,Denied,
50053,2024-07-31,37,35584.56,796.0,Retired,Own,1,12875.06,21828.8,60,7.1%,Denied,
50342,2025-05-03,32,63560.54,743.0,Employed,Mortgage,0,7247.01,5887.07,36,10.5%,Approved,
50240,2025-02-17,54,43461.33,742.0,Employed,Rent,2,5231.84,13404.12,24,4.63%,Denied,
50094,2024-11-21,26,38132.92,706.0,Self-Employed,Own,2,9258.85,12639.78,24,6.91%,Approved,
50217,2024-08-06,33,74597.37,734.0,Employed,Own,4,12372.66,17582.87,24,7.44%,Approved,
50352,2025-10-01,44,37072.84,,Employed,Mortgage,4,13510.19,25815.59,12,9.95%,Approved,
50277,2024-05-14,58,47914.52,696.0,Self-Employed,Rent,1,12371.95,16880.19,12,9.94%,Denied,
50005,2025-04-20,59,38332.86,764.0,Self-Employed,Rent,4,552.69,12804.95,12,5.87%,Approved,
50130,2025-04-08,22,18278.09,641.0,Employed,Rent,4,8075.13,13589.72,12,3.22%,Pending,
50306,2024-06-17,40,55564.88,730.0,Employed,Rent,3,4761.74,18686.8,48,9.18%,Denied,
50048,2024-10-25,26,56959.32,559.0,Employed,Rent,3,11025.05,1000.0,36,7.94%,Denied,
50333,2025-04-25,35,65371.6,593.0,Self-Employed,Own,1,16081.61,18783.24,60,4.92%,Denied,
50089,2024-12-07,69,33821.26,637.0,Employed,Mortgage,2,10964.71,13942.83,12,5.94%,Approved,
50409,2024-06-27,65,26258.97,684.0,Employed,Mortgage,3,4914.38,9470.53,48,6.01%,Approved,
50136,2024-05-08,67,89184.83,711.0,Employed,Mortgage,3,8070.16,15996.58,36,10.6%,Denied,
50375,2025-01-10,50,88373.32,757.0,Employed,Rent,4,14038.91,12352.18,48,8.87%,Denied,
50436,2025-02-18,66,74485.6,696.0,Employed,Rent,0,0.0,17582.44,12,8.21%,Approved,
50175,2024-11-13,32,78750.3,634.0,Self-Employed,Mortgage,0,0.0,12120.42,36,8.84%,Approved,
50395,2024-12-31,22,39611.04,537.0,Employed,Rent,3,5789.62,17875.46,12,6.82%,Pending,
50459,2025-09-21,62,40357.81,717.0,Employed,Rent,3,15123.83,10364.17,24,7.62%,Approved,
50429,2024-07-23,46,15000.0,,Unemployed,Own,1,15766.32,16718.58,12,5.85%,Denied,
50135,2025-04-18,69,,675.0,Employed,Rent,0,2306.75,30443.97,12,9.15%,Approved,
50497,2024-07-11,66,19226.24,695.0,Employed,Mortgage,4,12073.63,3203.36,60,7.91%,Approved,
50153,2024-05-16,60,114418.78,720.0,Employed,Mortgage,3,9147.35,17574.17,48,13.72%,Pending,
50422,2025-05-12,45,59935.68,627.0,Employed,Rent,1,7674.8,11907.51,24,3.62%,Approved,
50219,2025-08-15,21,74467.65,811.0,Employed,Rent,3,10216.56,1000.0,48,6.87%,Denied,
50024,2024-11-12,50,61482.51,736.0,Self-Employed,Own,0,6572.58,11756.64,36,3.75%,Denied,
50363,2025-02-01,63,70867.05,775.0,Employed,Own,4,11576.3,24699.07,12,8.68%,Approved,
50007,2024-01-08,63,58820.09,601.0,Self-Employed,Mortgage,2,10684.3,19024.31,12,15.12%,Pending,
50466,2025-08-15,61,72195.35,816.0,Employed,Own,4,9523.2,13437.97,12,10.63%,Approved,
50415,2024-06-24,62,69713.31,613.0,Employed,Mortgage,1,11558.38,21865.06,12,4.53%,Approved,
50067,2024-05-05,37,70172.52,688.0,Employed,Rent,4,9999.85,18997.72,24,3.78%,Approved,
50476,2024-08-30,26,15000.0,616.0,Employed,Mortgage,4,11680.96,15212.67,60,7.83%,Approved,
50410,2025-05-09,37,79793.23,706.0,Employed,Own,2,6517.67,19013.12,36,11.6%,Approved,
50357,2024-03-25,61,59293.63,759.0,Retired,Rent,1,15706.74,14205.58,12,8.83%,Approved,
50028,2024-02-10,38,52386.82,592.0,Self-Employed,Rent,4,10547.55,2432.16,24,8.69%,Denied,
50215,2025-04-19,52,75229.14,629.0,Retired,Rent,4,18925.39,10281.59,24,3.06%,Approved,
50289,2024-06-21,50,82362.19,593.0,Employed,Rent,0,9046.22,21601.89,36,8.48%,Pending,
50332,2025-05-02,64,44141.37,780.0,Self-Employed,Own,4,10494.42,13636.99,36,6.69%,Approved,
50035,2024-11-06,27,48342.08,656.0,Employed,Own,2,13051.28,14202.22,48,5.85%,Approved,
50490,2024-06-26,37,15000.0,722.0,Self-Employed,Mortgage,3,10851.98,1000.0,60,10.22%,Approved,
50242,2024-06-04,28,65795.03,664.0,Retired,Rent,1,20873.01,12607.05,24,8.21%,Approved,
50223,2024-04-18,52,,567.0,Employed,Mortgage,4,8739.89,1000.0,36,9.58%,Approved,
50474,2025-08-21,51,69154.39,690.0,Employed,Rent,3,5483.82,28238.44,24,,Approved,
50243,2024-01-30,59,73211.86,539.0,Unemployed,Mortgage,1,2953.16,14751.29,48,6.69%,Denied,
50120,2025-07-07,52,31786.39,702.0,Unemployed,Rent,0,16164.22,1000.0,24,6.08%,Pending,
50190,2024-03-16,26,106639.24,692.0,Employed,Rent,0,8918.1,5667.62,48,6.42%,Approved,
50336,2024-08-24,55,47582.01,690.0,Self-Employed,Mortgage,2,9807.97,4204.62,48,10.16%,Approved,
50327,2024-08-25,52,64574.87,726.0,Retired,Rent,0,3423.53,16988.27,36,6.06%,Approved,
50328,2024-02-12,66,63103.37,611.0,Employed,Mortgage,4,14149.62,20207.09,24,7.53%,Approved,
50166,2024-01-27,54,56330.8,655.0,Retired,Rent,0,18924.87,3787.82,12,2.0%,Approved,
50146,2024-04-07,58,88513.89,777.0,Employed,Own,4,6553.78,20566.5,12,7.98%,Approved,
50310,2025-09-18,57,40217.56,755.0,Unemployed,Rent,1,10217.47,10885.68,12,6.98%,Approved,
50377,2025-07-13,67,58313.43,683.0,Self-Employed,Mortgage,4,0.0,19872.5,24,12.94%,Approved,
50244,2024-05-22,28,15000.0,688.0,Employed,Rent,1,1069.25,26482.45,48,11.82%,Approved,
50437,2025-05-29,41,96494.29,627.0,Employed,Mortgage,2,18520.56,25660.78,48,8.15%,Approved,
50128,2024-08-24,26,45322.0,772.0,Employed,Own,3,9185.2,10653.44,24,6.56%,Denied,
50403,2024-01-10,68,49552.62,660.0,Self-Employed,Own,2,16397.99,14015.57,12,4.57%,Denied,
50258,2024-08-29,69,34885.4,565.0,Employed,Mortgage,0,8433.44,18045.21,60,7.94%,Approved,
50122,2024-07-06,63,47906.84,771.0,Retired,Rent,2,109.35,15112.52,12,8.86%,Approved,
50325,2024-05-20,68,42769.67,682.0,Retired,Rent,2,4221.31,7525.51,36,7.11%,Approved,
50387,2025-06-15,26,57223.08,638.0,Self-Employed,Mortgage,2,2370.89,18830.67,24,7.75%,Approved,
50267,2025-07-25,23,15000.0,680.0,Self-Employed,Own,2,1833.07,16512.91,12,8.98%,Approved,
50308,2024-10-13,60,70129.93,597.0,Employed,Rent,0,7030.36,1000.0,48,7.01%,Denied,
50014,2024-10-07,60,61755.2,544.0,Employed,Rent,3,2866.05,2136.41,48,10.03%,Approved,
50280,2024-01-10,53,35125.9,715.0,Employed,Own,0,0.0,1000.0,36,11.01%,Pending,
50443,2024-03-30,47,35634.05,637.0,Employed,Mortgage,1,20766.14,8156.77,48,6.06%,Approved,
50433,2025-05-29,43,53491.28,692.0,Unemployed,Mortgage,2,11476.06,6211.4,60,11.63%,Denied,
50364,2024-05-28,61,59369.27,651.0,Retired,Mortgage,4,5922.87,5534.01,36,2.53%,Approved,
50182,2025-09-17,60,75979.51,734.0,Employed,Mortgage,3,15454.44,20976.49,60,10.31%,Denied,
50078,2024-08-06,53,57251.3,773.0,Employed,Rent,1,0.0,39711.18,12,9.57%,Approved,
50055,2025-09-26,68,44082.13,642.0,Retired,Mortgage,3,13465.65,2375.56,24,2.0%,Approved,
50498,2024-08-26,60,126449.3,642.0,Self-Employed,Mortgage,2,12350.07,13980.06,36,9.23%,Approved,
